u_center,n,tau,YEAR,GRADE,YEAR_STRATUM
0.655,834,0.0797,2021,6,primary
0.675,806,0.0933,2021,6,primary
0.695,855,0.0934,2021,6,primary
0.715,734,0.08,2021,6,primary
0.735,778,0.0583,2021,6,primary
0.755,830,0.0769,2021,6,primary
0.775,716,0.1003,2021,6,primary
0.795,773,0.1287,2021,6,primary
0.815,816,0.1085,2021,6,primary
0.835,790,0.083,2021,6,primary
0.855,819,0.0922,2021,6,primary
0.875,784,0.104,2021,6,primary
0.895,772,0.1553,2021,6,primary
0.915,772,0.2118,2021,6,primary
0.075,857,0.1627,2022,7,primary
0.095,861,0.1848,2022,7,primary
0.115,856,0.1811,2022,7,primary
0.135,880,0.1745,2022,7,primary
0.155,859,0.1856,2022,7,primary
0.175,873,0.1344,2022,7,primary
0.195,875,0.1321,2022,7,primary
0.215,861,0.1435,2022,7,primary
0.235,845,0.1301,2022,7,primary
0.255,887,0.1093,2022,7,primary
0.275,879,0.0765,2022,7,primary
0.295,830,0.0632,2022,7,primary
0.315,828,0.0777,2022,7,primary
0.335,865,0.0659,2022,7,primary
0.355,853,0.0952,2022,7,primary
0.375,870,0.1255,2022,7,primary
0.395,911,0.1212,2022,7,primary
0.415,844,0.1275,2022,7,primary
0.435,859,0.0813,2022,7,primary
0.455,889,0.0893,2022,7,primary
0.475,851,0.0832,2022,7,primary
0.495,911,0.0814,2022,7,primary
0.515,842,0.0605,2022,7,primary
0.535,861,0.0721,2022,7,primary
0.555,865,0.0679,2022,7,primary
0.575,870,0.0685,2022,7,primary
0.595,865,0.0645,2022,7,primary
0.615,846,0.0918,2022,7,primary
0.635,841,0.0829,2022,7,primary
0.655,849,0.0883,2022,7,primary
0.675,851,0.0844,2022,7,primary
0.695,845,0.0769,2022,7,primary
0.715,823,0.0548,2022,7,primary
0.735,813,0.0563,2022,7,primary
0.755,842,0.0686,2022,7,primary
0.775,865,0.1003,2022,7,primary
0.795,890,0.1301,2022,7,primary
0.815,892,0.1303,2022,7,primary
0.835,859,0.1197,2022,7,primary
0.855,823,0.1382,2022,7,primary
0.875,875,0.152,2022,7,primary
0.895,886,0.1606,2022,7,primary
0.915,882,0.2117,2022,7,primary
0.075,905,0.1555,2023,8,primary
0.095,917,0.1773,2023,8,primary
0.115,923,0.2189,2023,8,primary
0.135,906,0.208,2023,8,primary
0.155,932,0.1872,2023,8,primary
0.175,943,0.1694,2023,8,primary
0.195,899,0.1429,2023,8,primary
0.215,906,0.1437,2023,8,primary
0.235,907,0.1205,2023,8,primary
0.255,919,0.117,2023,8,primary
0.275,905,0.1222,2023,8,primary
0.295,890,0.1005,2023,8,primary
0.315,940,0.1186,2023,8,primary
0.335,944,0.1062,2023,8,primary
0.355,942,0.1249,2023,8,primary
0.375,935,0.1467,2023,8,primary
0.395,872,0.1311,2023,8,primary
0.415,925,0.1112,2023,8,primary
0.435,980,0.0914,2023,8,primary
0.455,888,0.0642,2023,8,primary
0.475,886,0.0813,2023,8,primary
0.495,920,0.0557,2023,8,primary
0.515,886,0.0602,2023,8,primary
0.535,872,0.0752,2023,8,primary
0.555,893,0.0933,2023,8,primary
0.575,897,0.0686,2023,8,primary
0.595,963,0.0662,2023,8,primary
0.615,891,0.0642,2023,8,primary
0.635,932,0.1169,2023,8,primary
0.655,844,0.097,2023,8,primary
0.675,943,0.1086,2023,8,primary
0.695,927,0.1638,2023,8,primary
0.715,918,0.1306,2023,8,primary
0.735,898,0.1022,2023,8,primary
0.755,950,0.0868,2023,8,primary
0.775,919,0.0881,2023,8,primary
0.795,888,0.0886,2023,8,primary
0.815,916,0.1048,2023,8,primary
0.835,921,0.0747,2023,8,primary
0.855,927,0.1476,2023,8,primary
0.875,913,0.1133,2023,8,primary
0.895,922,0.1569,2023,8,primary
0.915,918,0.2077,2023,8,primary
0.075,1013,0.1315,2024,7,primary
0.095,1013,0.1186,2024,7,primary
0.115,1018,0.115,2024,7,primary
0.135,1023,0.1516,2024,7,primary
0.155,1028,0.1724,2024,7,primary
0.175,1031,0.1783,2024,7,primary
0.195,1036,0.1925,2024,7,primary
0.215,1023,0.1847,2024,7,primary
0.235,1029,0.1567,2024,7,primary
0.255,1016,0.1218,2024,7,primary
0.275,1008,0.0908,2024,7,primary
0.295,1052,0.1412,2024,7,primary
0.315,1030,0.1332,2024,7,primary
0.335,998,0.1082,2024,7,primary
0.355,1009,0.1201,2024,7,primary
0.375,1023,0.1105,2024,7,primary
0.395,1007,0.1088,2024,7,primary
0.415,975,0.0723,2024,7,primary
0.435,1010,0.1123,2024,7,primary
0.455,1003,0.1176,2024,7,primary
0.475,1021,0.1531,2024,7,primary
0.495,1039,0.1312,2024,7,primary
0.515,1058,0.1138,2024,7,primary
0.535,1067,0.0795,2024,7,primary
0.555,1030,0.0662,2024,7,primary
0.575,1064,0.0657,2024,7,primary
0.595,1009,0.0919,2024,7,primary
0.615,1028,0.0817,2024,7,primary
0.635,1024,0.1054,2024,7,primary
0.655,978,0.0778,2024,7,primary
0.675,991,0.087,2024,7,primary
0.695,1073,0.0821,2024,7,primary
0.715,1066,0.1109,2024,7,primary
0.735,963,0.1267,2024,7,primary
0.755,1021,0.125,2024,7,primary
0.775,986,0.1026,2024,7,primary
0.795,974,0.115,2024,7,primary
0.815,1060,0.128,2024,7,primary
0.835,1010,0.1032,2024,7,primary
0.855,1012,0.0996,2024,7,primary
0.875,1048,0.1254,2024,7,primary
0.895,1042,0.1764,2024,7,primary
0.915,1034,0.216,2024,7,primary
0.075,1082,0.0238,2025,8,primary
0.095,1066,0.0533,2025,8,primary
0.115,1070,0.0818,2025,8,primary
0.135,1069,0.0854,2025,8,primary
0.155,1066,0.086,2025,8,primary
0.175,1071,0.1167,2025,8,primary
0.195,1062,0.1078,2025,8,primary
0.215,1075,0.1132,2025,8,primary
0.235,1074,0.0915,2025,8,primary
0.255,1084,0.1116,2025,8,primary
0.275,1070,0.0937,2025,8,primary
0.295,1085,0.0872,2025,8,primary
0.315,1111,0.0791,2025,8,primary
0.335,1076,0.0908,2025,8,primary
0.355,1105,0.0953,2025,8,primary
0.375,1070,0.0949,2025,8,primary
0.395,1067,0.1062,2025,8,primary
0.415,1010,0.1199,2025,8,primary
0.435,1073,0.1413,2025,8,primary
0.455,1078,0.1256,2025,8,primary
0.475,1049,0.1222,2025,8,primary
0.495,1021,0.1065,2025,8,primary
0.515,1106,0.0607,2025,8,primary
0.535,1050,0.0432,2025,8,primary
0.555,1025,0.0493,2025,8,primary
0.575,1095,0.0709,2025,8,primary
0.595,1109,0.0992,2025,8,primary
0.615,1069,0.1014,2025,8,primary
0.635,1083,0.1374,2025,8,primary
0.655,1061,0.1344,2025,8,primary
0.675,1043,0.1141,2025,8,primary
0.695,1144,0.1176,2025,8,primary
0.715,1123,0.1137,2025,8,primary
0.735,1099,0.0911,2025,8,primary
0.755,1061,0.0848,2025,8,primary
0.775,1106,0.1015,2025,8,primary
0.795,1034,0.121,2025,8,primary
0.815,1074,0.1347,2025,8,primary
0.835,1034,0.159,2025,8,primary
0.855,1087,0.1323,2025,8,primary
0.875,1035,0.0908,2025,8,primary
0.895,1057,0.1118,2025,8,primary
0.915,1065,0.1453,2025,8,primary
0.075,862,0.2097,2022,6,primary
0.095,874,0.1935,2022,6,primary
0.115,853,0.1719,2022,6,primary
0.135,862,0.1512,2022,6,primary
0.155,882,0.1441,2022,6,primary
0.175,880,0.159,2022,6,primary
0.195,866,0.1612,2022,6,primary
0.215,871,0.1377,2022,6,primary
0.235,832,0.1392,2022,6,primary
0.255,883,0.1262,2022,6,primary
0.275,831,0.1221,2022,6,primary
0.295,837,0.1153,2022,6,primary
0.315,848,0.1196,2022,6,primary
0.335,818,0.1048,2022,6,primary
0.355,875,0.0859,2022,6,primary
0.375,832,0.0486,2022,6,primary
0.395,804,0.0168,2022,6,primary
0.415,900,0.0281,2022,6,primary
0.435,825,0.0449,2022,6,primary
0.455,828,0.0723,2022,6,primary
0.475,848,0.1008,2022,6,primary
0.495,865,0.0961,2022,6,primary
0.515,865,0.0889,2022,6,primary
0.535,814,0.0707,2022,6,primary
0.555,840,0.0884,2022,6,primary
0.575,914,0.0799,2022,6,primary
0.595,839,0.0714,2022,6,primary
0.615,831,0.092,2022,6,primary
0.635,921,0.0564,2022,6,primary
0.655,805,0.029,2022,6,primary
0.675,839,0.0328,2022,6,primary
0.695,814,0.0489,2022,6,primary
0.715,877,0.077,2022,6,primary
0.735,935,0.097,2022,6,primary
0.755,815,0.1171,2022,6,primary
0.775,861,0.1052,2022,6,primary
0.795,906,0.1042,2022,6,primary
0.815,860,0.0922,2022,6,primary
0.835,817,0.0846,2022,6,primary
0.855,872,0.1173,2022,6,primary
0.875,833,0.1426,2022,6,primary
0.895,887,0.147,2022,6,primary
0.915,876,0.1804,2022,6,primary
0.075,936,0.1273,2023,7,primary
0.095,926,0.1426,2023,7,primary
0.115,920,0.1508,2023,7,primary
0.135,937,0.1688,2023,7,primary
0.155,929,0.1833,2023,7,primary
0.175,899,0.1539,2023,7,primary
0.195,910,0.1494,2023,7,primary
0.215,934,0.136,2023,7,primary
0.235,913,0.1497,2023,7,primary
0.255,905,0.1536,2023,7,primary
0.275,906,0.096,2023,7,primary
0.295,931,0.0919,2023,7,primary
0.315,964,0.0857,2023,7,primary
0.335,898,0.0701,2023,7,primary
0.355,909,0.0671,2023,7,primary
0.375,934,0.1043,2023,7,primary
0.395,968,0.1164,2023,7,primary
0.415,932,0.1142,2023,7,primary
0.435,929,0.1087,2023,7,primary
0.455,881,0.1069,2023,7,primary
0.475,919,0.0744,2023,7,primary
0.495,914,0.0731,2023,7,primary
0.515,970,0.0619,2023,7,primary
0.535,916,0.0524,2023,7,primary
0.555,995,0.048,2023,7,primary
0.575,910,0.0454,2023,7,primary
0.595,990,0.0845,2023,7,primary
0.615,928,0.0714,2023,7,primary
0.635,908,0.0818,2023,7,primary
0.655,912,0.0796,2023,7,primary
0.675,953,0.1125,2023,7,primary
0.695,923,0.1109,2023,7,primary
0.715,979,0.1314,2023,7,primary
0.735,909,0.108,2023,7,primary
0.755,960,0.1325,2023,7,primary
0.775,936,0.1024,2023,7,primary
0.795,898,0.0782,2023,7,primary
0.815,921,0.1249,2023,7,primary
0.835,923,0.124,2023,7,primary
0.855,931,0.1193,2023,7,primary
0.875,969,0.168,2023,7,primary
0.895,933,0.1647,2023,7,primary
0.915,924,0.1962,2023,7,primary
0.075,1021,0.0902,2024,8,primary
0.095,1026,0.1041,2024,8,primary
0.115,1028,0.1135,2024,8,primary
0.135,1019,0.1418,2024,8,primary
0.155,1010,0.1489,2024,8,primary
0.175,1020,0.1532,2024,8,primary
0.195,1025,0.1625,2024,8,primary
0.215,1013,0.2168,2024,8,primary
0.235,1048,0.2163,2024,8,primary
0.255,1016,0.1876,2024,8,primary
0.275,1019,0.1389,2024,8,primary
0.295,1025,0.0764,2024,8,primary
0.315,1042,0.0885,2024,8,primary
0.335,1067,0.1038,2024,8,primary
0.355,1019,0.1098,2024,8,primary
0.375,993,0.1268,2024,8,primary
0.395,1000,0.1337,2024,8,primary
0.415,985,0.1231,2024,8,primary
0.435,1034,0.0899,2024,8,primary
0.455,1077,0.1046,2024,8,primary
0.475,1062,0.1073,2024,8,primary
0.495,1041,0.1184,2024,8,primary
0.515,1024,0.1298,2024,8,primary
0.535,1059,0.1427,2024,8,primary
0.555,1081,0.1464,2024,8,primary
0.575,958,0.1169,2024,8,primary
0.595,1066,0.0742,2024,8,primary
0.615,974,0.0734,2024,8,primary
0.635,990,0.054,2024,8,primary
0.655,1070,0.0705,2024,8,primary
0.675,1054,0.0635,2024,8,primary
0.695,969,0.0908,2024,8,primary
0.715,978,0.083,2024,8,primary
0.735,1007,0.1024,2024,8,primary
0.755,965,0.0663,2024,8,primary
0.775,1062,0.0985,2024,8,primary
0.795,1036,0.1047,2024,8,primary
0.815,1017,0.0905,2024,8,primary
0.835,1010,0.1328,2024,8,primary
0.855,1037,0.1301,2024,8,primary
0.875,1058,0.162,2024,8,primary
0.895,1056,0.1848,2024,8,primary
0.915,1053,0.2328,2024,8,primary
0.075,1168,0.1976,2019,3,ilearn_2019
0.095,1163,0.1619,2019,3,ilearn_2019
0.115,1148,0.1462,2019,3,ilearn_2019
0.135,1130,0.1424,2019,3,ilearn_2019
0.155,1151,0.1216,2019,3,ilearn_2019
0.175,1140,0.1379,2019,3,ilearn_2019
0.195,1185,0.1439,2019,3,ilearn_2019
0.215,1158,0.1317,2019,3,ilearn_2019
0.235,1189,0.1074,2019,3,ilearn_2019
0.255,1129,0.0846,2019,3,ilearn_2019
0.275,1130,0.1294,2019,3,ilearn_2019
0.295,1163,0.1349,2019,3,ilearn_2019
0.315,1215,0.1384,2019,3,ilearn_2019
0.335,1084,0.1263,2019,3,ilearn_2019
0.355,1127,0.1182,2019,3,ilearn_2019
0.375,1081,0.0975,2019,3,ilearn_2019
0.395,1145,0.0643,2019,3,ilearn_2019
0.415,1172,0.0688,2019,3,ilearn_2019
0.435,1096,0.0709,2019,3,ilearn_2019
0.455,1154,0.0684,2019,3,ilearn_2019
0.475,1107,0.0939,2019,3,ilearn_2019
0.495,1225,0.1167,2019,3,ilearn_2019
0.515,1130,0.1084,2019,3,ilearn_2019
0.535,1126,0.0889,2019,3,ilearn_2019
0.555,1245,0.0853,2019,3,ilearn_2019
0.575,1125,0.0772,2019,3,ilearn_2019
0.595,1210,0.0604,2019,3,ilearn_2019
0.615,1198,0.0536,2019,3,ilearn_2019
0.635,1166,0.0732,2019,3,ilearn_2019
0.655,1173,0.0911,2019,3,ilearn_2019
0.675,1159,0.1082,2019,3,ilearn_2019
0.695,1131,0.1109,2019,3,ilearn_2019
0.715,1199,0.1031,2019,3,ilearn_2019
0.735,1091,0.115,2019,3,ilearn_2019
0.755,1172,0.153,2019,3,ilearn_2019
0.775,1134,0.1305,2019,3,ilearn_2019
0.795,1157,0.1443,2019,3,ilearn_2019
0.815,1171,0.1525,2019,3,ilearn_2019
0.835,1170,0.1627,2019,3,ilearn_2019
0.855,1133,0.1307,2019,3,ilearn_2019
0.875,1108,0.1261,2019,3,ilearn_2019
0.895,1181,0.1897,2019,3,ilearn_2019
0.915,1147,0.1983,2019,3,ilearn_2019
0.075,938,0.182,2021,5,primary
0.095,943,0.1872,2021,5,primary
0.115,929,0.2078,2021,5,primary
0.135,936,0.1929,2021,5,primary
0.155,945,0.165,2021,5,primary
0.175,940,0.1347,2021,5,primary
0.195,910,0.1309,2021,5,primary
0.215,915,0.1355,2021,5,primary
0.235,901,0.1474,2021,5,primary
0.255,931,0.1509,2021,5,primary
0.275,922,0.1278,2021,5,primary
0.295,967,0.11,2021,5,primary
0.315,896,0.0727,2021,5,primary
0.335,976,0.091,2021,5,primary
0.355,941,0.054,2021,5,primary
0.375,976,0.0669,2021,5,primary
0.395,968,0.0812,2021,5,primary
0.415,976,0.0838,2021,5,primary
0.435,907,0.0505,2021,5,primary
0.455,929,0.0399,2021,5,primary
0.475,945,0.0651,2021,5,primary
0.495,929,0.0904,2021,5,primary
0.515,876,0.0731,2021,5,primary
0.535,975,0.0722,2021,5,primary
0.555,893,0.0913,2021,5,primary
0.575,972,0.09,2021,5,primary
0.595,890,0.0663,2021,5,primary
0.615,899,0.0682,2021,5,primary
0.635,986,0.0591,2021,5,primary
0.655,937,0.0862,2021,5,primary
0.675,931,0.0872,2021,5,primary
0.695,889,0.1316,2021,5,primary
0.715,947,0.119,2021,5,primary
0.735,933,0.107,2021,5,primary
0.755,898,0.1114,2021,5,primary
0.775,945,0.093,2021,5,primary
0.795,894,0.0674,2021,5,primary
0.815,950,0.0652,2021,5,primary
0.835,955,0.154,2021,5,primary
0.855,935,0.1291,2021,5,primary
0.875,949,0.1348,2021,5,primary
0.895,946,0.1469,2021,5,primary
0.915,941,0.1686,2021,5,primary
0.075,1105,0.132,2021,4,primary
0.095,1121,0.1306,2021,4,primary
0.115,1097,0.1356,2021,4,primary
0.135,1115,0.1506,2021,4,primary
0.155,1143,0.1773,2021,4,primary
0.175,1097,0.1564,2021,4,primary
0.195,1133,0.1604,2021,4,primary
0.215,1157,0.1584,2021,4,primary
0.235,1082,0.1234,2021,4,primary
0.255,1091,0.1275,2021,4,primary
0.275,1122,0.1197,2021,4,primary
0.295,1152,0.1073,2021,4,primary
0.315,1115,0.0852,2021,4,primary
0.335,1032,0.06,2021,4,primary
0.355,1120,0.0785,2021,4,primary
0.375,1045,0.0755,2021,4,primary
0.395,1165,0.0913,2021,4,primary
0.415,1104,0.0928,2021,4,primary
0.435,1142,0.1025,2021,4,primary
0.455,1140,0.115,2021,4,primary
0.475,1060,0.1033,2021,4,primary
0.495,1159,0.1094,2021,4,primary
0.515,1072,0.1023,2021,4,primary
0.535,1142,0.1279,2021,4,primary
0.555,1060,0.091,2021,4,primary
0.575,1085,0.0937,2021,4,primary
0.595,1158,0.1036,2021,4,primary
0.615,1036,0.1026,2021,4,primary
0.635,1140,0.1081,2021,4,primary
0.655,1214,0.0993,2021,4,primary
0.675,1122,0.0981,2021,4,primary
0.695,1192,0.1185,2021,4,primary
0.715,1115,0.1037,2021,4,primary
0.735,1193,0.1185,2021,4,primary
0.755,1128,0.1064,2021,4,primary
0.775,1110,0.1001,2021,4,primary
0.795,1118,0.1015,2021,4,primary
0.815,1159,0.0935,2021,4,primary
0.835,1119,0.1163,2021,4,primary
0.855,1086,0.1268,2021,4,primary
0.875,1080,0.1428,2021,4,primary
0.895,1090,0.172,2021,4,primary
0.915,1168,0.1906,2021,4,primary
0.075,928,0.1543,2023,6,primary
0.095,932,0.1466,2023,6,primary
0.115,937,0.1597,2023,6,primary
0.135,920,0.1841,2023,6,primary
0.155,909,0.1632,2023,6,primary
0.175,911,0.1551,2023,6,primary
0.195,915,0.1668,2023,6,primary
0.215,912,0.1705,2023,6,primary
0.235,938,0.1889,2023,6,primary
0.255,926,0.155,2023,6,primary
0.275,904,0.1324,2023,6,primary
0.295,934,0.1,2023,6,primary
0.315,877,0.0745,2023,6,primary
0.335,901,0.0845,2023,6,primary
0.355,970,0.1043,2023,6,primary
0.375,889,0.1037,2023,6,primary
0.395,915,0.1001,2023,6,primary
0.415,867,0.0679,2023,6,primary
0.435,962,0.0756,2023,6,primary
0.455,895,0.0773,2023,6,primary
0.475,892,0.0767,2023,6,primary
0.495,918,0.1164,2023,6,primary
0.515,917,0.1032,2023,6,primary
0.535,943,0.1005,2023,6,primary
0.555,878,0.0614,2023,6,primary
0.575,903,0.0704,2023,6,primary
0.595,991,0.0515,2023,6,primary
0.615,897,0.0243,2023,6,primary
0.635,891,0.0476,2023,6,primary
0.655,940,0.0864,2023,6,primary
0.675,949,0.1055,2023,6,primary
0.695,944,0.1151,2023,6,primary
0.715,918,0.1169,2023,6,primary
0.735,897,0.1072,2023,6,primary
0.755,957,0.0988,2023,6,primary
0.775,915,0.0779,2023,6,primary
0.795,919,0.0698,2023,6,primary
0.815,946,0.0656,2023,6,primary
0.835,878,0.0797,2023,6,primary
0.855,907,0.094,2023,6,primary
0.875,939,0.1444,2023,6,primary
0.895,930,0.1718,2023,6,primary
0.915,915,0.2211,2023,6,primary
0.075,1024,0.1971,2022,5,primary
0.095,1030,0.2285,2022,5,primary
0.115,1019,0.2151,2022,5,primary
0.135,1030,0.1895,2022,5,primary
0.155,1031,0.1813,2022,5,primary
0.175,1029,0.1769,2022,5,primary
0.195,999,0.1471,2022,5,primary
0.215,1000,0.1344,2022,5,primary
0.235,1043,0.1273,2022,5,primary
0.255,1040,0.1233,2022,5,primary
0.275,1041,0.1161,2022,5,primary
0.295,1004,0.0953,2022,5,primary
0.315,1023,0.0928,2022,5,primary
0.335,1011,0.124,2022,5,primary
0.355,1085,0.136,2022,5,primary
0.375,972,0.1228,2022,5,primary
0.395,1018,0.1406,2022,5,primary
0.415,978,0.1366,2022,5,primary
0.435,1023,0.1028,2022,5,primary
0.455,1066,0.0992,2022,5,primary
0.475,1010,0.0446,2022,5,primary
0.495,1007,0.0679,2022,5,primary
0.515,1012,0.0883,2022,5,primary
0.535,1060,0.0815,2022,5,primary
0.555,959,0.0993,2022,5,primary
0.575,1043,0.1117,2022,5,primary
0.595,1042,0.1224,2022,5,primary
0.615,1001,0.068,2022,5,primary
0.635,1019,0.063,2022,5,primary
0.655,995,0.0568,2022,5,primary
0.675,1061,0.0598,2022,5,primary
0.695,976,0.0857,2022,5,primary
0.715,1036,0.0846,2022,5,primary
0.735,1072,0.0906,2022,5,primary
0.755,1055,0.1035,2022,5,primary
0.775,994,0.1065,2022,5,primary
0.795,1037,0.0912,2022,5,primary
0.815,992,0.0953,2022,5,primary
0.835,1075,0.1214,2022,5,primary
0.855,1024,0.1677,2022,5,primary
0.875,991,0.1844,2022,5,primary
0.895,987,0.1584,2022,5,primary
0.915,1019,0.1751,2022,5,primary
0.075,1173,0.126,2021,3,primary
0.095,1185,0.116,2021,3,primary
0.115,1162,0.1309,2021,3,primary
0.135,1186,0.1676,2021,3,primary
0.155,1200,0.1665,2021,3,primary
0.175,1193,0.1271,2021,3,primary
0.195,1188,0.1166,2021,3,primary
0.215,1168,0.1228,2021,3,primary
0.235,1209,0.1059,2021,3,primary
0.255,1218,0.0927,2021,3,primary
0.275,1174,0.1001,2021,3,primary
0.295,1201,0.1034,2021,3,primary
0.315,1218,0.0793,2021,3,primary
0.335,1173,0.0891,2021,3,primary
0.355,1191,0.103,2021,3,primary
0.375,1170,0.0845,2021,3,primary
0.395,1145,0.0487,2021,3,primary
0.415,1215,0.0847,2021,3,primary
0.435,1154,0.0817,2021,3,primary
0.455,1196,0.076,2021,3,primary
0.475,1184,0.0824,2021,3,primary
0.495,1201,0.1385,2021,3,primary
0.515,1101,0.1161,2021,3,primary
0.535,1238,0.1305,2021,3,primary
0.555,1151,0.1016,2021,3,primary
0.575,1164,0.105,2021,3,primary
0.595,1155,0.0919,2021,3,primary
0.615,1253,0.0837,2021,3,primary
0.635,1160,0.0978,2021,3,primary
0.655,1152,0.1005,2021,3,primary
0.675,1116,0.0642,2021,3,primary
0.695,1214,0.0986,2021,3,primary
0.715,1179,0.0991,2021,3,primary
0.735,1159,0.1108,2021,3,primary
0.755,1135,0.1001,2021,3,primary
0.775,1207,0.1164,2021,3,primary
0.795,1173,0.102,2021,3,primary
0.815,1123,0.0945,2021,3,primary
0.835,1210,0.139,2021,3,primary
0.855,1156,0.1597,2021,3,primary
0.875,1161,0.2025,2021,3,primary
0.895,1214,0.21,2021,3,primary
0.915,1190,0.2363,2021,3,primary
0.075,1252,0.1658,2022,4,primary
0.095,1217,0.1576,2022,4,primary
0.115,1227,0.1658,2022,4,primary
0.135,1262,0.1533,2022,4,primary
0.155,1242,0.1264,2022,4,primary
0.175,1256,0.1326,2022,4,primary
0.195,1278,0.1698,2022,4,primary
0.215,1278,0.1491,2022,4,primary
0.235,1254,0.1504,2022,4,primary
0.255,1301,0.1446,2022,4,primary
0.275,1223,0.142,2022,4,primary
0.295,1272,0.1291,2022,4,primary
0.315,1310,0.079,2022,4,primary
0.335,1226,0.0561,2022,4,primary
0.355,1269,0.0962,2022,4,primary
0.375,1218,0.094,2022,4,primary
0.395,1159,0.1215,2022,4,primary
0.415,1263,0.1406,2022,4,primary
0.435,1280,0.1537,2022,4,primary
0.455,1226,0.1242,2022,4,primary
0.475,1263,0.1005,2022,4,primary
0.495,1253,0.0727,2022,4,primary
0.515,1257,0.0889,2022,4,primary
0.535,1250,0.1002,2022,4,primary
0.555,1257,0.113,2022,4,primary
0.575,1289,0.0923,2022,4,primary
0.595,1275,0.112,2022,4,primary
0.615,1198,0.0994,2022,4,primary
0.635,1193,0.0698,2022,4,primary
0.655,1305,0.108,2022,4,primary
0.675,1263,0.0939,2022,4,primary
0.695,1322,0.1078,2022,4,primary
0.715,1172,0.1171,2022,4,primary
0.735,1312,0.0938,2022,4,primary
0.755,1195,0.084,2022,4,primary
0.775,1228,0.0841,2022,4,primary
0.795,1267,0.0987,2022,4,primary
0.815,1200,0.1067,2022,4,primary
0.835,1238,0.1342,2022,4,primary
0.855,1202,0.1584,2022,4,primary
0.875,1274,0.1802,2022,4,primary
0.895,1204,0.1981,2022,4,primary
0.915,1225,0.2402,2022,4,primary
0.075,1083,0.1696,2023,5,primary
0.095,1100,0.1585,2023,5,primary
0.115,1074,0.1718,2023,5,primary
0.135,1100,0.197,2023,5,primary
0.155,1078,0.1945,2023,5,primary
0.175,1087,0.1745,2023,5,primary
0.195,1065,0.1638,2023,5,primary
0.215,1081,0.1236,2023,5,primary
0.235,1063,0.1148,2023,5,primary
0.255,1102,0.1022,2023,5,primary
0.275,1108,0.0934,2023,5,primary
0.295,1098,0.1261,2023,5,primary
0.315,1092,0.1355,2023,5,primary
0.335,1066,0.1247,2023,5,primary
0.355,1077,0.1212,2023,5,primary
0.375,1078,0.1069,2023,5,primary
0.395,1053,0.1042,2023,5,primary
0.415,1098,0.1278,2023,5,primary
0.435,1053,0.1218,2023,5,primary
0.455,1027,0.1024,2023,5,primary
0.475,1152,0.1243,2023,5,primary
0.495,1059,0.0974,2023,5,primary
0.515,1086,0.0773,2023,5,primary
0.535,1096,0.0777,2023,5,primary
0.555,1121,0.097,2023,5,primary
0.575,1111,0.107,2023,5,primary
0.595,1087,0.1093,2023,5,primary
0.615,1071,0.1185,2023,5,primary
0.635,1100,0.0995,2023,5,primary
0.655,1099,0.0528,2023,5,primary
0.675,1072,0.0668,2023,5,primary
0.695,1087,0.1019,2023,5,primary
0.715,1137,0.0788,2023,5,primary
0.735,1122,0.0813,2023,5,primary
0.755,1098,0.0786,2023,5,primary
0.775,1040,0.0705,2023,5,primary
0.795,1074,0.0823,2023,5,primary
0.815,1035,0.0638,2023,5,primary
0.835,1114,0.1045,2023,5,primary
0.855,1081,0.1422,2023,5,primary
0.875,1070,0.1358,2023,5,primary
0.895,1042,0.1304,2023,5,primary
0.915,1110,0.1838,2023,5,primary
0.075,1044,0.1071,2024,6,primary
0.095,1042,0.1178,2024,6,primary
0.115,1018,0.1188,2024,6,primary
0.135,1044,0.1295,2024,6,primary
0.155,1053,0.1292,2024,6,primary
0.175,1033,0.1636,2024,6,primary
0.195,1036,0.1636,2024,6,primary
0.215,1022,0.1841,2024,6,primary
0.235,1068,0.1909,2024,6,primary
0.255,1026,0.1471,2024,6,primary
0.275,1020,0.0813,2024,6,primary
0.295,1045,0.1087,2024,6,primary
0.315,1058,0.0898,2024,6,primary
0.335,1020,0.0965,2024,6,primary
0.355,1059,0.1021,2024,6,primary
0.375,1023,0.1129,2024,6,primary
0.395,1055,0.1211,2024,6,primary
0.415,1035,0.1118,2024,6,primary
0.435,1046,0.0942,2024,6,primary
0.455,1009,0.1003,2024,6,primary
0.475,1049,0.1081,2024,6,primary
0.495,1069,0.0931,2024,6,primary
0.515,1002,0.0928,2024,6,primary
0.535,1016,0.0835,2024,6,primary
0.555,1039,0.0921,2024,6,primary
0.575,1022,0.092,2024,6,primary
0.595,1098,0.0991,2024,6,primary
0.615,1012,0.1058,2024,6,primary
0.635,1022,0.1006,2024,6,primary
0.655,966,0.0852,2024,6,primary
0.675,1033,0.1095,2024,6,primary
0.695,1035,0.0976,2024,6,primary
0.715,1037,0.1033,2024,6,primary
0.735,1015,0.0866,2024,6,primary
0.755,980,0.1084,2024,6,primary
0.775,1047,0.1206,2024,6,primary
0.795,1002,0.1044,2024,6,primary
0.815,1081,0.1012,2024,6,primary
0.835,1026,0.104,2024,6,primary
0.855,1051,0.1027,2024,6,primary
0.875,1055,0.1217,2024,6,primary
0.895,1047,0.1675,2024,6,primary
0.915,1055,0.1894,2024,6,primary
0.075,1125,0.0379,2025,7,primary
0.095,1108,0.0469,2025,7,primary
0.115,1117,0.0553,2025,7,primary
0.135,1100,0.073,2025,7,primary
