u_center,n,tau,YEAR,GRADE,YEAR_STRATUM
0.155,1130,0.061,2025,7,primary
0.175,1106,0.065,2025,7,primary
0.195,1118,0.0816,2025,7,primary
0.215,1088,0.068,2025,7,primary
0.235,1116,0.0891,2025,7,primary
0.255,1132,0.1177,2025,7,primary
0.275,1100,0.1159,2025,7,primary
0.295,1109,0.1278,2025,7,primary
0.315,1102,0.1628,2025,7,primary
0.335,1158,0.1545,2025,7,primary
0.355,1111,0.1329,2025,7,primary
0.375,1109,0.0981,2025,7,primary
0.395,1103,0.0671,2025,7,primary
0.415,1106,0.0844,2025,7,primary
0.435,1087,0.0649,2025,7,primary
0.455,1120,0.0749,2025,7,primary
0.475,1078,0.0918,2025,7,primary
0.495,1121,0.1075,2025,7,primary
0.515,1139,0.109,2025,7,primary
0.535,1081,0.0884,2025,7,primary
0.555,1098,0.0847,2025,7,primary
0.575,1131,0.1136,2025,7,primary
0.595,1073,0.0953,2025,7,primary
0.615,1105,0.0931,2025,7,primary
0.635,1096,0.0664,2025,7,primary
0.655,1087,0.0476,2025,7,primary
0.675,1184,0.0747,2025,7,primary
0.695,1112,0.0522,2025,7,primary
0.715,1091,0.0734,2025,7,primary
0.735,1054,0.105,2025,7,primary
0.755,1116,0.1106,2025,7,primary
0.775,1139,0.1401,2025,7,primary
0.795,1122,0.1591,2025,7,primary
0.815,1114,0.1428,2025,7,primary
0.835,1129,0.1465,2025,7,primary
0.855,1147,0.1392,2025,7,primary
0.875,1153,0.1412,2025,7,primary
0.895,1137,0.1631,2025,7,primary
0.915,1109,0.2039,2025,7,primary
0.075,1078,0.1604,2026,8,ilearn_2026
0.095,1062,0.1301,2026,8,ilearn_2026
0.115,1059,0.1425,2026,8,ilearn_2026
0.135,1063,0.1331,2026,8,ilearn_2026
0.155,1067,0.1412,2026,8,ilearn_2026
0.175,1053,0.1636,2026,8,ilearn_2026
0.195,1080,0.1469,2026,8,ilearn_2026
0.215,1070,0.1397,2026,8,ilearn_2026
0.235,1080,0.1294,2026,8,ilearn_2026
0.255,1069,0.1293,2026,8,ilearn_2026
0.275,1034,0.0952,2026,8,ilearn_2026
0.295,1077,0.1242,2026,8,ilearn_2026
0.315,1047,0.1046,2026,8,ilearn_2026
0.335,1059,0.1354,2026,8,ilearn_2026
0.355,1053,0.1061,2026,8,ilearn_2026
0.375,1088,0.1011,2026,8,ilearn_2026
0.395,1059,0.1277,2026,8,ilearn_2026
0.415,1091,0.1221,2026,8,ilearn_2026
0.435,1035,0.1152,2026,8,ilearn_2026
0.455,1064,0.1139,2026,8,ilearn_2026
0.475,1041,0.0893,2026,8,ilearn_2026
0.495,1061,0.0876,2026,8,ilearn_2026
0.515,1048,0.0724,2026,8,ilearn_2026
0.535,1043,0.0654,2026,8,ilearn_2026
0.555,1010,0.0666,2026,8,ilearn_2026
0.575,1045,0.0823,2026,8,ilearn_2026
0.595,1031,0.0899,2026,8,ilearn_2026
0.615,1078,0.1095,2026,8,ilearn_2026
0.635,1085,0.1227,2026,8,ilearn_2026
0.655,1100,0.1001,2026,8,ilearn_2026
0.675,1082,0.1157,2026,8,ilearn_2026
0.695,1091,0.0736,2026,8,ilearn_2026
0.715,1074,0.0636,2026,8,ilearn_2026
0.735,1112,0.0557,2026,8,ilearn_2026
0.755,1091,0.0631,2026,8,ilearn_2026
0.775,1105,0.0631,2026,8,ilearn_2026
0.795,1042,0.0613,2026,8,ilearn_2026
0.815,1077,0.0965,2026,8,ilearn_2026
0.835,1057,0.1467,2026,8,ilearn_2026
0.855,1057,0.1403,2026,8,ilearn_2026
0.875,1103,0.1439,2026,8,ilearn_2026
0.895,1062,0.1238,2026,8,ilearn_2026
0.915,1090,0.1518,2026,8,ilearn_2026
0.075,1143,0.1146,2024,5,primary
0.095,1149,0.1369,2024,5,primary
0.115,1173,0.1602,2024,5,primary
0.135,1155,0.1591,2024,5,primary
0.155,1171,0.1661,2024,5,primary
0.175,1160,0.1935,2024,5,primary
0.195,1160,0.1872,2024,5,primary
0.215,1124,0.1696,2024,5,primary
0.235,1130,0.1767,2024,5,primary
0.255,1162,0.173,2024,5,primary
0.275,1157,0.1395,2024,5,primary
0.295,1127,0.117,2024,5,primary
0.315,1123,0.1108,2024,5,primary
0.335,1177,0.1204,2024,5,primary
0.355,1154,0.1299,2024,5,primary
0.375,1163,0.1392,2024,5,primary
0.395,1145,0.1627,2024,5,primary
0.415,1191,0.1512,2024,5,primary
0.435,1204,0.1181,2024,5,primary
0.455,1172,0.086,2024,5,primary
0.475,1133,0.0794,2024,5,primary
0.495,1179,0.079,2024,5,primary
0.515,1139,0.0857,2024,5,primary
0.535,1172,0.0911,2024,5,primary
0.555,1177,0.1095,2024,5,primary
0.575,1120,0.114,2024,5,primary
0.595,1235,0.1412,2024,5,primary
0.615,1180,0.109,2024,5,primary
0.635,1176,0.1142,2024,5,primary
0.655,1184,0.1177,2024,5,primary
0.675,1192,0.1175,2024,5,primary
0.695,1095,0.089,2024,5,primary
0.715,1194,0.0869,2024,5,primary
0.735,1151,0.0833,2024,5,primary
0.755,1223,0.1172,2024,5,primary
0.775,1146,0.1069,2024,5,primary
0.795,1190,0.112,2024,5,primary
0.815,1117,0.0976,2024,5,primary
0.835,1194,0.0994,2024,5,primary
0.855,1171,0.1011,2024,5,primary
0.875,1117,0.1144,2024,5,primary
0.895,1120,0.1615,2024,5,primary
0.915,1128,0.2102,2024,5,primary
0.075,1210,0.0845,2022,3,primary
0.095,1229,0.0788,2022,3,primary
0.115,1184,0.0934,2022,3,primary
0.135,1210,0.1142,2022,3,primary
0.155,1206,0.1217,2022,3,primary
0.175,1198,0.1478,2022,3,primary
0.195,1184,0.1286,2022,3,primary
0.215,1189,0.1455,2022,3,primary
0.235,1236,0.1548,2022,3,primary
0.255,1205,0.1378,2022,3,primary
0.275,1203,0.135,2022,3,primary
0.295,1162,0.1049,2022,3,primary
0.315,1233,0.1049,2022,3,primary
0.335,1156,0.0996,2022,3,primary
0.355,1214,0.1017,2022,3,primary
0.375,1246,0.1085,2022,3,primary
0.395,1225,0.1284,2022,3,primary
0.415,1184,0.1381,2022,3,primary
0.435,1248,0.1383,2022,3,primary
0.455,1274,0.1149,2022,3,primary
0.475,1211,0.1029,2022,3,primary
0.495,1154,0.0817,2022,3,primary
0.515,1204,0.1014,2022,3,primary
0.535,1143,0.0779,2022,3,primary
0.555,1280,0.1059,2022,3,primary
0.575,1202,0.1273,2022,3,primary
0.595,1219,0.1147,2022,3,primary
0.615,1143,0.1049,2022,3,primary
0.635,1262,0.1329,2022,3,primary
0.655,1231,0.1162,2022,3,primary
0.675,1133,0.0914,2022,3,primary
0.695,1204,0.0867,2022,3,primary
0.715,1290,0.1207,2022,3,primary
0.735,1199,0.1061,2022,3,primary
0.755,1248,0.1141,2022,3,primary
0.775,1203,0.1027,2022,3,primary
0.795,1208,0.1255,2022,3,primary
0.815,1275,0.1474,2022,3,primary
0.835,1221,0.1445,2022,3,primary
0.855,1201,0.1605,2022,3,primary
0.875,1248,0.1608,2022,3,primary
0.895,1221,0.1682,2022,3,primary
0.915,1221,0.2199,2022,3,primary
0.075,1260,0.1141,2023,4,primary
0.095,1257,0.1173,2023,4,primary
0.115,1262,0.1138,2023,4,primary
0.135,1265,0.1146,2023,4,primary
0.155,1260,0.113,2023,4,primary
0.175,1262,0.1193,2023,4,primary
0.195,1255,0.1073,2023,4,primary
0.215,1237,0.1397,2023,4,primary
0.235,1252,0.1657,2023,4,primary
0.255,1239,0.1377,2023,4,primary
0.275,1241,0.1503,2023,4,primary
0.295,1266,0.1933,2023,4,primary
0.315,1313,0.1758,2023,4,primary
0.335,1188,0.1059,2023,4,primary
0.355,1276,0.1125,2023,4,primary
0.375,1266,0.1127,2023,4,primary
0.395,1233,0.1103,2023,4,primary
0.415,1298,0.1176,2023,4,primary
0.435,1226,0.1229,2023,4,primary
0.455,1282,0.1215,2023,4,primary
0.475,1189,0.0832,2023,4,primary
0.495,1290,0.0673,2023,4,primary
0.515,1213,0.064,2023,4,primary
0.535,1326,0.0817,2023,4,primary
0.555,1236,0.0975,2023,4,primary
0.575,1223,0.1325,2023,4,primary
0.595,1202,0.1431,2023,4,primary
0.615,1210,0.1122,2023,4,primary
0.635,1307,0.1042,2023,4,primary
0.655,1189,0.0745,2023,4,primary
0.675,1293,0.0839,2023,4,primary
0.695,1170,0.1003,2023,4,primary
0.715,1285,0.124,2023,4,primary
0.735,1230,0.1085,2023,4,primary
0.755,1304,0.1339,2023,4,primary
0.775,1260,0.1402,2023,4,primary
0.795,1290,0.129,2023,4,primary
0.815,1269,0.1149,2023,4,primary
0.835,1207,0.1242,2023,4,primary
0.855,1305,0.1373,2023,4,primary
0.875,1227,0.1413,2023,4,primary
0.895,1244,0.1566,2023,4,primary
0.915,1246,0.2137,2023,4,primary
0.075,1048,0.0726,2025,6,primary
0.095,1055,0.0656,2025,6,primary
0.115,1049,0.0871,2025,6,primary
0.135,1018,0.0892,2025,6,primary
0.155,1059,0.1259,2025,6,primary
0.175,1036,0.1045,2025,6,primary
0.195,1014,0.082,2025,6,primary
0.215,1014,0.1039,2025,6,primary
0.235,1020,0.1,2025,6,primary
0.255,1054,0.1225,2025,6,primary
0.275,1014,0.1167,2025,6,primary
0.295,1000,0.1265,2025,6,primary
0.315,1069,0.1359,2025,6,primary
0.335,1055,0.1188,2025,6,primary
0.355,1047,0.0949,2025,6,primary
0.375,1058,0.0999,2025,6,primary
0.395,979,0.0867,2025,6,primary
0.415,1022,0.0815,2025,6,primary
0.435,1041,0.1159,2025,6,primary
0.455,1070,0.0837,2025,6,primary
0.475,1054,0.1035,2025,6,primary
0.495,1016,0.0979,2025,6,primary
0.515,971,0.0796,2025,6,primary
0.535,1001,0.1231,2025,6,primary
0.555,1029,0.1138,2025,6,primary
0.575,1055,0.1129,2025,6,primary
0.595,1051,0.0801,2025,6,primary
0.615,972,0.0653,2025,6,primary
0.635,1078,0.065,2025,6,primary
0.655,1048,0.0519,2025,6,primary
0.675,1035,0.0405,2025,6,primary
0.695,1003,0.064,2025,6,primary
0.715,1067,0.0903,2025,6,primary
0.735,1065,0.1265,2025,6,primary
0.755,1042,0.1344,2025,6,primary
0.775,1029,0.121,2025,6,primary
0.795,987,0.1011,2025,6,primary
0.815,1103,0.1373,2025,6,primary
0.835,1055,0.1413,2025,6,primary
0.855,1055,0.1369,2025,6,primary
0.875,1036,0.1429,2025,6,primary
0.895,1006,0.1619,2025,6,primary
0.915,1006,0.1956,2025,6,primary
0.075,1031,0.1163,2026,7,ilearn_2026
0.095,1013,0.1372,2026,7,ilearn_2026
0.115,1047,0.1435,2026,7,ilearn_2026
0.135,1037,0.1769,2026,7,ilearn_2026
0.155,1017,0.1918,2026,7,ilearn_2026
0.175,1043,0.1651,2026,7,ilearn_2026
0.195,1018,0.144,2026,7,ilearn_2026
0.215,1031,0.1455,2026,7,ilearn_2026
0.235,1025,0.163,2026,7,ilearn_2026
0.255,1028,0.134,2026,7,ilearn_2026
0.275,1015,0.0971,2026,7,ilearn_2026
0.295,1046,0.1139,2026,7,ilearn_2026
0.315,1007,0.0971,2026,7,ilearn_2026
0.335,1027,0.0886,2026,7,ilearn_2026
0.355,1022,0.0866,2026,7,ilearn_2026
0.375,991,0.1152,2026,7,ilearn_2026
0.395,1048,0.1146,2026,7,ilearn_2026
0.415,1016,0.1057,2026,7,ilearn_2026
0.435,999,0.091,2026,7,ilearn_2026
0.455,1040,0.1123,2026,7,ilearn_2026
0.475,1037,0.0996,2026,7,ilearn_2026
0.495,1039,0.0851,2026,7,ilearn_2026
0.515,1037,0.0455,2026,7,ilearn_2026
0.535,1018,0.0754,2026,7,ilearn_2026
0.555,1023,0.0974,2026,7,ilearn_2026
0.575,1046,0.1118,2026,7,ilearn_2026
0.595,1000,0.1211,2026,7,ilearn_2026
0.615,1054,0.1351,2026,7,ilearn_2026
0.635,1076,0.1396,2026,7,ilearn_2026
0.655,1012,0.1338,2026,7,ilearn_2026
0.675,1016,0.1025,2026,7,ilearn_2026
0.695,1005,0.1078,2026,7,ilearn_2026
0.715,1005,0.0821,2026,7,ilearn_2026
0.735,1034,0.0856,2026,7,ilearn_2026
0.755,1032,0.052,2026,7,ilearn_2026
0.775,970,0.0488,2026,7,ilearn_2026
0.795,998,0.0413,2026,7,ilearn_2026
0.815,995,0.1083,2026,7,ilearn_2026
0.835,1056,0.1251,2026,7,ilearn_2026
0.855,1030,0.1437,2026,7,ilearn_2026
0.875,1013,0.1912,2026,7,ilearn_2026
0.895,1048,0.1862,2026,7,ilearn_2026
0.915,1015,0.21,2026,7,ilearn_2026
0.075,1387,0.1136,2024,4,primary
0.095,1359,0.1243,2024,4,primary
0.115,1371,0.1133,2024,4,primary
0.135,1402,0.1305,2024,4,primary
0.155,1420,0.1227,2024,4,primary
0.175,1371,0.1434,2024,4,primary
0.195,1403,0.1707,2024,4,primary
0.215,1394,0.1859,2024,4,primary
0.235,1399,0.169,2024,4,primary
0.255,1371,0.1486,2024,4,primary
0.275,1409,0.1389,2024,4,primary
0.295,1354,0.1311,2024,4,primary
0.315,1400,0.1335,2024,4,primary
0.335,1415,0.1207,2024,4,primary
0.355,1456,0.1233,2024,4,primary
0.375,1369,0.123,2024,4,primary
0.395,1309,0.1,2024,4,primary
0.415,1365,0.0961,2024,4,primary
0.435,1395,0.1199,2024,4,primary
0.455,1424,0.1485,2024,4,primary
0.475,1371,0.1735,2024,4,primary
0.495,1303,0.1522,2024,4,primary
0.515,1443,0.1545,2024,4,primary
0.535,1367,0.1422,2024,4,primary
0.555,1386,0.1391,2024,4,primary
0.575,1449,0.1196,2024,4,primary
0.595,1357,0.1171,2024,4,primary
0.615,1422,0.0922,2024,4,primary
0.635,1304,0.0765,2024,4,primary
0.655,1371,0.0887,2024,4,primary
0.675,1348,0.0927,2024,4,primary
0.695,1436,0.1057,2024,4,primary
0.715,1417,0.1077,2024,4,primary
0.735,1476,0.122,2024,4,primary
0.755,1417,0.1231,2024,4,primary
0.775,1432,0.1485,2024,4,primary
0.795,1389,0.1549,2024,4,primary
0.815,1398,0.1413,2024,4,primary
0.835,1391,0.1841,2024,4,primary
0.855,1343,0.1825,2024,4,primary
0.875,1326,0.1938,2024,4,primary
0.895,1330,0.1852,2024,4,primary
0.915,1353,0.2073,2024,4,primary
0.075,1204,0.0298,2025,5,primary
0.095,1226,0.0663,2025,5,primary
0.115,1224,0.0816,2025,5,primary
0.135,1224,0.0896,2025,5,primary
0.155,1210,0.096,2025,5,primary
0.175,1209,0.1099,2025,5,primary
0.195,1234,0.0955,2025,5,primary
0.215,1230,0.0882,2025,5,primary
0.235,1245,0.1005,2025,5,primary
0.255,1235,0.1105,2025,5,primary
0.275,1223,0.1158,2025,5,primary
0.295,1239,0.1191,2025,5,primary
0.315,1166,0.1274,2025,5,primary
0.335,1223,0.1399,2025,5,primary
0.355,1198,0.1244,2025,5,primary
0.375,1173,0.1076,2025,5,primary
0.395,1207,0.1261,2025,5,primary
0.415,1224,0.1276,2025,5,primary
0.435,1241,0.0999,2025,5,primary
0.455,1211,0.1101,2025,5,primary
0.475,1201,0.1138,2025,5,primary
0.495,1150,0.1021,2025,5,primary
0.515,1203,0.0985,2025,5,primary
0.535,1281,0.1019,2025,5,primary
0.555,1227,0.0914,2025,5,primary
0.575,1269,0.1115,2025,5,primary
0.595,1212,0.0838,2025,5,primary
0.615,1225,0.0905,2025,5,primary
0.635,1147,0.0788,2025,5,primary
0.655,1253,0.0915,2025,5,primary
0.675,1143,0.074,2025,5,primary
0.695,1235,0.093,2025,5,primary
0.715,1200,0.0753,2025,5,primary
0.735,1250,0.0802,2025,5,primary
0.755,1208,0.0899,2025,5,primary
0.775,1259,0.0826,2025,5,primary
0.795,1241,0.1091,2025,5,primary
0.815,1180,0.1058,2025,5,primary
0.835,1254,0.1151,2025,5,primary
0.855,1193,0.1121,2025,5,primary
0.875,1215,0.1024,2025,5,primary
0.895,1216,0.1438,2025,5,primary
0.915,1218,0.1662,2025,5,primary
0.075,999,0.1617,2026,6,ilearn_2026
0.095,997,0.1633,2026,6,ilearn_2026
0.115,986,0.1406,2026,6,ilearn_2026
0.135,987,0.1395,2026,6,ilearn_2026
0.155,1013,0.137,2026,6,ilearn_2026
0.175,988,0.1384,2026,6,ilearn_2026
0.195,1027,0.1594,2026,6,ilearn_2026
0.215,987,0.175,2026,6,ilearn_2026
0.235,996,0.1817,2026,6,ilearn_2026
0.255,1018,0.155,2026,6,ilearn_2026
0.275,1012,0.1096,2026,6,ilearn_2026
0.295,983,0.0942,2026,6,ilearn_2026
0.315,1029,0.0869,2026,6,ilearn_2026
0.335,999,0.1112,2026,6,ilearn_2026
0.355,1021,0.1127,2026,6,ilearn_2026
0.375,968,0.1129,2026,6,ilearn_2026
0.395,1001,0.1174,2026,6,ilearn_2026
0.415,989,0.1222,2026,6,ilearn_2026
0.435,1012,0.0943,2026,6,ilearn_2026
0.455,945,0.0986,2026,6,ilearn_2026
0.475,1039,0.0922,2026,6,ilearn_2026
0.495,1044,0.1094,2026,6,ilearn_2026
0.515,1009,0.0935,2026,6,ilearn_2026
0.535,954,0.0909,2026,6,ilearn_2026
0.555,1042,0.0846,2026,6,ilearn_2026
0.575,999,0.0947,2026,6,ilearn_2026
0.595,998,0.0874,2026,6,ilearn_2026
0.615,999,0.0895,2026,6,ilearn_2026
0.635,968,0.1195,2026,6,ilearn_2026
0.655,966,0.1048,2026,6,ilearn_2026
0.675,938,0.0857,2026,6,ilearn_2026
0.695,1063,0.0948,2026,6,ilearn_2026
0.715,1012,0.0414,2026,6,ilearn_2026
0.735,1013,0.0694,2026,6,ilearn_2026
0.755,1015,0.0714,2026,6,ilearn_2026
0.775,1024,0.0975,2026,6,ilearn_2026
0.795,1042,0.1246,2026,6,ilearn_2026
0.815,1026,0.1086,2026,6,ilearn_2026
0.835,969,0.1146,2026,6,ilearn_2026
0.855,1040,0.0995,2026,6,ilearn_2026
0.875,1005,0.0899,2026,6,ilearn_2026
0.895,1016,0.1276,2026,6,ilearn_2026
0.915,985,0.1761,2026,6,ilearn_2026
0.075,1305,0.089,2023,3,primary
0.095,1289,0.0835,2023,3,primary
0.115,1296,0.0927,2023,3,primary
0.135,1322,0.0988,2023,3,primary
0.155,1287,0.133,2023,3,primary
0.175,1286,0.1529,2023,3,primary
0.195,1305,0.1637,2023,3,primary
0.215,1297,0.1603,2023,3,primary
0.235,1356,0.1759,2023,3,primary
0.255,1306,0.1475,2023,3,primary
0.275,1322,0.1408,2023,3,primary
0.295,1295,0.1133,2023,3,primary
0.315,1273,0.1362,2023,3,primary
0.335,1264,0.1131,2023,3,primary
0.355,1253,0.091,2023,3,primary
0.375,1304,0.1075,2023,3,primary
0.395,1260,0.1008,2023,3,primary
0.415,1307,0.1061,2023,3,primary
0.435,1308,0.1313,2023,3,primary
0.455,1349,0.1379,2023,3,primary
0.475,1381,0.143,2023,3,primary
0.495,1296,0.1523,2023,3,primary
0.515,1336,0.1402,2023,3,primary
0.535,1378,0.1705,2023,3,primary
0.555,1297,0.13,2023,3,primary
0.575,1306,0.1302,2023,3,primary
0.595,1335,0.133,2023,3,primary
0.615,1264,0.1076,2023,3,primary
0.635,1362,0.0986,2023,3,primary
0.655,1384,0.1004,2023,3,primary
0.675,1269,0.0761,2023,3,primary
0.695,1361,0.082,2023,3,primary
0.715,1314,0.1082,2023,3,primary
0.735,1260,0.1153,2023,3,primary
0.755,1340,0.1071,2023,3,primary
0.775,1272,0.1234,2023,3,primary
0.795,1302,0.1665,2023,3,primary
0.815,1322,0.1576,2023,3,primary
0.835,1309,0.1482,2023,3,primary
0.855,1338,0.1735,2023,3,primary
0.875,1304,0.1974,2023,3,primary
0.895,1298,0.2069,2023,3,primary
0.915,1335,0.2134,2023,3,primary
0.075,1356,0.057,2024,3,primary
0.095,1361,0.0843,2024,3,primary
0.115,1340,0.1219,2024,3,primary
0.135,1343,0.131,2024,3,primary
0.155,1359,0.1321,2024,3,primary
0.175,1376,0.1472,2024,3,primary
0.195,1335,0.1429,2024,3,primary
0.215,1395,0.1443,2024,3,primary
0.235,1397,0.1444,2024,3,primary
0.255,1351,0.1669,2024,3,primary
0.275,1364,0.1485,2024,3,primary
0.295,1325,0.149,2024,3,primary
0.315,1386,0.1556,2024,3,primary
0.335,1364,0.1455,2024,3,primary
0.355,1379,0.1227,2024,3,primary
0.375,1370,0.1304,2024,3,primary
0.395,1356,0.1253,2024,3,primary
0.415,1388,0.1119,2024,3,primary
0.435,1333,0.1037,2024,3,primary
0.455,1303,0.1539,2024,3,primary
0.475,1348,0.1422,2024,3,primary
0.495,1397,0.1296,2024,3,primary
0.515,1326,0.1248,2024,3,primary
0.535,1367,0.1208,2024,3,primary
0.555,1377,0.1233,2024,3,primary
0.575,1293,0.0952,2024,3,primary
0.595,1385,0.0998,2024,3,primary
0.615,1402,0.1133,2024,3,primary
0.635,1294,0.0718,2024,3,primary
0.655,1384,0.0927,2024,3,primary
0.675,1372,0.1084,2024,3,primary
0.695,1362,0.1185,2024,3,primary
0.715,1448,0.161,2024,3,primary
0.735,1411,0.1777,2024,3,primary
0.755,1365,0.193,2024,3,primary
0.775,1319,0.129,2024,3,primary
0.795,1421,0.1329,2024,3,primary
0.815,1375,0.1535,2024,3,primary
0.835,1323,0.1471,2024,3,primary
0.855,1307,0.1285,2024,3,primary
0.875,1337,0.1665,2024,3,primary
0.895,1326,0.2161,2024,3,primary
0.915,1368,0.2525,2024,3,primary
0.075,1377,0.0301,2025,4,primary
0.095,1373,0.0229,2025,4,primary
0.115,1388,0.0644,2025,4,primary
0.135,1384,0.0715,2025,4,primary
0.155,1365,0.0674,2025,4,primary
0.175,1372,0.0832,2025,4,primary
0.195,1361,0.0941,2025,4,primary
0.215,1394,0.1193,2025,4,primary
0.235,1368,0.1198,2025,4,primary
0.255,1393,0.137,2025,4,primary
0.275,1378,0.1386,2025,4,primary
0.295,1341,0.1181,2025,4,primary
0.315,1356,0.1269,2025,4,primary
0.335,1349,0.1172,2025,4,primary
0.355,1416,0.1193,2025,4,primary
0.375,1441,0.1252,2025,4,primary
0.395,1367,0.1148,2025,4,primary
0.415,1344,0.0952,2025,4,primary
0.435,1401,0.1052,2025,4,primary
0.455,1440,0.1092,2025,4,primary
0.475,1365,0.1129,2025,4,primary
0.495,1366,0.1186,2025,4,primary
0.515,1297,0.1051,2025,4,primary
0.535,1411,0.0984,2025,4,primary
0.555,1462,0.1065,2025,4,primary
0.575,1399,0.0956,2025,4,primary
0.595,1392,0.1084,2025,4,primary
0.615,1315,0.1045,2025,4,primary
0.635,1396,0.0945,2025,4,primary
0.655,1384,0.0983,2025,4,primary
0.675,1373,0.1121,2025,4,primary
0.695,1324,0.0779,2025,4,primary
0.715,1403,0.0944,2025,4,primary
0.735,1333,0.0916,2025,4,primary
0.755,1420,0.1208,2025,4,primary
0.775,1380,0.1229,2025,4,primary
0.795,1315,0.1073,2025,4,primary
0.815,1430,0.1438,2025,4,primary
0.835,1426,0.1349,2025,4,primary
0.855,1421,0.1288,2025,4,primary
0.875,1393,0.1472,2025,4,primary
0.895,1379,0.1798,2025,4,primary
0.915,1387,0.2207,2025,4,primary
0.075,1126,0.1366,2026,5,ilearn_2026
0.095,1117,0.146,2026,5,ilearn_2026
0.115,1120,0.1642,2026,5,ilearn_2026
0.135,1116,0.1683,2026,5,ilearn_2026
0.155,1103,0.1922,2026,5,ilearn_2026
0.175,1108,0.1795,2026,5,ilearn_2026
0.195,1146,0.1591,2026,5,ilearn_2026
0.215,1126,0.1497,2026,5,ilearn_2026
0.235,1110,0.1377,2026,5,ilearn_2026
0.255,1116,0.1287,2026,5,ilearn_2026
0.275,1113,0.1022,2026,5,ilearn_2026
0.295,1121,0.106,2026,5,ilearn_2026
0.315,1111,0.1239,2026,5,ilearn_2026
0.335,1073,0.1284,2026,5,ilearn_2026
0.355,1123,0.1176,2026,5,ilearn_2026
0.375,1088,0.1369,2026,5,ilearn_2026
0.395,1088,0.1231,2026,5,ilearn_2026
0.415,1130,0.1242,2026,5,ilearn_2026
0.435,1125,0.0955,2026,5,ilearn_2026
0.455,1113,0.091,2026,5,ilearn_2026
0.475,1131,0.0986,2026,5,ilearn_2026
0.495,1112,0.1141,2026,5,ilearn_2026
0.515,1134,0.0917,2026,5,ilearn_2026
0.535,1140,0.1106,2026,5,ilearn_2026
0.555,1166,0.1073,2026,5,ilearn_2026
0.575,1088,0.1093,2026,5,ilearn_2026
0.595,1112,0.0885,2026,5,ilearn_2026
0.615,1124,0.0784,2026,5,ilearn_2026
0.635,1136,0.0777,2026,5,ilearn_2026
0.655,1125,0.0844,2026,5,ilearn_2026
0.675,1066,0.0844,2026,5,ilearn_2026
0.695,1113,0.1001,2026,5,ilearn_2026
0.715,1156,0.0938,2026,5,ilearn_2026
0.735,1105,0.0948,2026,5,ilearn_2026
0.755,1079,0.104,2026,5,ilearn_2026
0.775,1090,0.1081,2026,5,ilearn_2026
0.795,1115,0.0904,2026,5,ilearn_2026
0.815,1138,0.0968,2026,5,ilearn_2026
0.835,1073,0.076,2026,5,ilearn_2026
0.855,1086,0.0836,2026,5,ilearn_2026
0.875,1104,0.1037,2026,5,ilearn_2026
0.895,1127,0.1336,2026,5,ilearn_2026
0.915,1092,0.166,2026,5,ilearn_2026
0.075,1487,0.0564,2025,3,primary
0.095,1464,0.0771,2025,3,primary
0.115,1444,0.0944,2025,3,primary
0.135,1466,0.0863,2025,3,primary
0.155,1470,0.1052,2025,3,primary
0.175,1496,0.107,2025,3,primary
0.195,1469,0.1218,2025,3,primary
0.215,1471,0.1169,2025,3,primary
0.235,1455,0.1359,2025,3,primary
0.255,1438,0.1316,2025,3,primary
0.275,1437,0.1546,2025,3,primary
0.295,1497,0.1697,2025,3,primary
0.315,1444,0.161,2025,3,primary
0.335,1520,0.1506,2025,3,primary
0.355,1466,0.1179,2025,3,primary
0.375,1466,0.1136,2025,3,primary
0.395,1452,0.1109,2025,3,primary
0.415,1483,0.1142,2025,3,primary
0.435,1465,0.1132,2025,3,primary
0.455,1511,0.1186,2025,3,primary
0.475,1561,0.1319,2025,3,primary
0.495,1402,0.1054,2025,3,primary
0.515,1488,0.1188,2025,3,primary
0.535,1526,0.1308,2025,3,primary
0.555,1426,0.1049,2025,3,primary
0.575,1429,0.1106,2025,3,primary
0.595,1456,0.1212,2025,3,primary
0.615,1477,0.0932,2025,3,primary
0.635,1392,0.1045,2025,3,primary
0.655,1502,0.1176,2025,3,primary
0.675,1481,0.1417,2025,3,primary
0.695,1484,0.1172,2025,3,primary
0.715,1540,0.1249,2025,3,primary
0.735,1515,0.1328,2025,3,primary
0.755,1393,0.1108,2025,3,primary
0.775,1562,0.107,2025,3,primary
0.795,1514,0.1,2025,3,primary
0.815,1425,0.0975,2025,3,primary
0.835,1422,0.1295,2025,3,primary
0.855,1429,0.1496,2025,3,primary
0.875,1451,0.1731,2025,3,primary
0.895,1419,0.1944,2025,3,primary
0.915,1517,0.2388,2025,3,primary
0.075,1293,0.1676,2026,4,ilearn_2026
0.095,1267,0.1429,2026,4,ilearn_2026
0.115,1278,0.1687,2026,4,ilearn_2026
0.135,1277,0.1514,2026,4,ilearn_2026
0.155,1257,0.1435,2026,4,ilearn_2026
0.175,1270,0.1493,2026,4,ilearn_2026
0.195,1306,0.1634,2026,4,ilearn_2026
0.215,1290,0.1938,2026,4,ilearn_2026
0.235,1254,0.1699,2026,4,ilearn_2026
0.255,1281,0.1433,2026,4,ilearn_2026
0.275,1259,0.154,2026,4,ilearn_2026
0.295,1297,0.1462,2026,4,ilearn_2026
0.315,1304,0.1386,2026,4,ilearn_2026
0.335,1270,0.1132,2026,4,ilearn_2026
0.355,1253,0.1125,2026,4,ilearn_2026
