YEAR_T,YEAR_T1,window,GRADE,family,u,p_copula,wida_pl
2024,2025,primary,8,frank,0.26,0.0163,2.7
2024,2025,primary,8,frank,0.28,0.0181,2.8
2024,2025,primary,8,frank,0.3,0.0202,2.9
2024,2025,primary,8,frank,0.32,0.0225,3
2024,2025,primary,8,frank,0.34,0.025,3.1
2024,2025,primary,8,frank,0.36,0.0278,3.1
2024,2025,primary,8,frank,0.38,0.0309,3.2
2024,2025,primary,8,frank,0.4,0.0344,3.2
2024,2025,primary,8,frank,0.42,0.0382,3.3
2024,2025,primary,8,frank,0.44,0.0425,3.3
2024,2025,primary,8,frank,0.46,0.0472,3.4
2024,2025,primary,8,frank,0.48,0.0524,3.4
2024,2025,primary,8,frank,0.5,0.0581,3.5
2024,2025,primary,8,frank,0.52,0.0644,3.5
2024,2025,primary,8,frank,0.54,0.0713,3.6
2024,2025,primary,8,frank,0.56,0.079,3.6
2024,2025,primary,8,frank,0.58,0.0873,3.7
2024,2025,primary,8,frank,0.6,0.0965,3.7
2024,2025,primary,8,frank,0.62,0.1065,3.7
2024,2025,primary,8,frank,0.64,0.1174,3.8
2024,2025,primary,8,frank,0.66,0.1293,3.8
2024,2025,primary,8,frank,0.68,0.1421,3.9
2024,2025,primary,8,frank,0.7,0.156,3.9
2024,2025,primary,8,frank,0.72,0.171,4
2024,2025,primary,8,frank,0.74,0.1872,4
2024,2025,primary,8,frank,0.76,0.2044,4
2024,2025,primary,8,frank,0.78,0.2229,4.1
2024,2025,primary,8,frank,0.8,0.2425,4.1
2024,2025,primary,8,frank,0.82,0.2632,4.2
2024,2025,primary,8,frank,0.84,0.285,4.2
2024,2025,primary,8,frank,0.86,0.3079,4.3
2024,2025,primary,8,frank,0.88,0.3318,4.4
2024,2025,primary,8,frank,0.9,0.3566,4.4
2024,2025,primary,8,frank,0.92,0.3821,4.5
2024,2025,primary,8,frank,0.94,0.4084,4.6
2024,2025,primary,8,frank,0.96,0.4351,4.8
2024,2025,primary,7,frank,0.04,0.0035,1.7
2024,2025,primary,7,frank,0.06,0.0039,1.8
2024,2025,primary,7,frank,0.08,0.0043,1.9
2024,2025,primary,7,frank,0.1,0.0048,1.9
2024,2025,primary,7,frank,0.12,0.0053,2
2024,2025,primary,7,frank,0.14,0.0059,2.1
2024,2025,primary,7,frank,0.16,0.0065,2.3
2024,2025,primary,7,frank,0.18,0.0072,2.4
2024,2025,primary,7,frank,0.2,0.008,2.5
2024,2025,primary,7,frank,0.22,0.0088,2.6
2024,2025,primary,7,frank,0.24,0.0098,2.7
2024,2025,primary,7,frank,0.26,0.0108,2.8
2024,2025,primary,7,frank,0.28,0.0119,2.9
2024,2025,primary,7,frank,0.3,0.0132,3
2024,2025,primary,7,frank,0.32,0.0146,3
2024,2025,primary,7,frank,0.34,0.0162,3.1
2024,2025,primary,7,frank,0.36,0.0179,3.1
2024,2025,primary,7,frank,0.38,0.0198,3.2
2024,2025,primary,7,frank,0.4,0.0218,3.2
2024,2025,primary,7,frank,0.42,0.0241,3.3
2024,2025,primary,7,frank,0.44,0.0267,3.3
2024,2025,primary,7,frank,0.46,0.0294,3.3
2024,2025,primary,7,frank,0.48,0.0325,3.4
2024,2025,primary,7,frank,0.5,0.0359,3.5
2024,2025,primary,7,frank,0.52,0.0396,3.5
2024,2025,primary,7,frank,0.54,0.0437,3.5
2024,2025,primary,7,frank,0.56,0.0481,3.6
2024,2025,primary,7,frank,0.58,0.053,3.6
2024,2025,primary,7,frank,0.6,0.0584,3.7
2024,2025,primary,7,frank,0.62,0.0643,3.7
2024,2025,primary,7,frank,0.64,0.0707,3.7
2024,2025,primary,7,frank,0.66,0.0777,3.8
2024,2025,primary,7,frank,0.68,0.0854,3.8
2024,2025,primary,7,frank,0.7,0.0937,3.8
2024,2025,primary,7,frank,0.72,0.1028,3.9
2024,2025,primary,7,frank,0.74,0.1126,3.9
2024,2025,primary,7,frank,0.76,0.1232,4
2024,2025,primary,7,frank,0.78,0.1347,4
2024,2025,primary,7,frank,0.8,0.1471,4
2024,2025,primary,7,frank,0.82,0.1603,4.1
2024,2025,primary,7,frank,0.84,0.1746,4.2
2024,2025,primary,7,frank,0.86,0.1898,4.2
2024,2025,primary,7,frank,0.88,0.206,4.3
2024,2025,primary,7,frank,0.9,0.2232,4.3
2024,2025,primary,7,frank,0.92,0.2415,4.4
2024,2025,primary,7,frank,0.94,0.2607,4.5
2024,2025,primary,7,frank,0.96,0.2808,4.6
2024,2025,primary,6,frank,0.04,0.0054,1.7
2024,2025,primary,6,frank,0.06,0.006,1.8
2024,2025,primary,6,frank,0.08,0.0067,1.9
2024,2025,primary,6,frank,0.1,0.0075,2
2024,2025,primary,6,frank,0.12,0.0084,2.2
2024,2025,primary,6,frank,0.14,0.0094,2.4
2024,2025,primary,6,frank,0.16,0.0106,2.7
2024,2025,primary,6,frank,0.18,0.0118,2.9
2024,2025,primary,6,frank,0.2,0.0132,3
2024,2025,primary,6,frank,0.22,0.0148,3.1
2024,2025,primary,6,frank,0.24,0.0165,3.3
2024,2025,primary,6,frank,0.26,0.0185,3.4
2024,2025,primary,6,frank,0.28,0.0207,3.5
2024,2025,primary,6,frank,0.3,0.0231,3.5
2024,2025,primary,6,frank,0.32,0.0258,3.6
2024,2025,primary,6,frank,0.34,0.0288,3.7
2024,2025,primary,6,frank,0.36,0.0322,3.7
2024,2025,primary,6,frank,0.38,0.0359,3.8
2024,2025,primary,6,frank,0.4,0.04,3.8
2024,2025,primary,6,frank,0.42,0.0447,3.9
2024,2025,primary,6,frank,0.44,0.0498,3.9
2024,2025,primary,6,frank,0.46,0.0554,4
2024,2025,primary,6,frank,0.48,0.0617,4
2024,2025,primary,6,frank,0.5,0.0686,4.1
2024,2025,primary,6,frank,0.52,0.0762,4.1
2024,2025,primary,6,frank,0.54,0.0846,4.2
2024,2025,primary,6,frank,0.56,0.0938,4.3
2024,2025,primary,6,frank,0.58,0.104,4.3
2024,2025,primary,6,frank,0.6,0.115,4.4
2024,2025,primary,6,frank,0.62,0.1271,4.4
2024,2025,primary,6,frank,0.64,0.1403,4.5
2024,2025,primary,6,frank,0.66,0.1546,4.5
2024,2025,primary,6,frank,0.68,0.17,4.5
2024,2025,primary,6,frank,0.7,0.1866,4.6
2024,2025,primary,6,frank,0.72,0.2045,4.7
2024,2025,primary,6,frank,0.74,0.2236,4.7
2024,2025,primary,6,frank,0.76,0.244,4.75
2024,2025,primary,6,frank,0.78,0.2655,4.8
2024,2025,primary,6,frank,0.8,0.2883,4.8
2024,2025,primary,6,frank,0.82,0.3122,4.9
2024,2025,primary,6,frank,0.84,0.3371,5
2024,2025,primary,6,frank,0.86,0.3629,5
2024,2025,primary,6,frank,0.88,0.3896,5.2
2024,2025,primary,6,frank,0.9,0.4169,5.2
2024,2025,primary,6,frank,0.92,0.4448,5.4
2024,2025,primary,6,frank,0.94,0.473,5.5
2024,2025,primary,6,frank,0.96,0.5014,5.6
2024,2025,primary,5,frank,0.04,0.0049,1.7
2024,2025,primary,5,frank,0.06,0.0055,1.9
2024,2025,primary,5,frank,0.08,0.0063,1.9
2024,2025,primary,5,frank,0.1,0.0072,2.2
2024,2025,primary,5,frank,0.12,0.0082,2.4
2024,2025,primary,5,frank,0.14,0.0094,2.7
2024,2025,primary,5,frank,0.16,0.0107,2.9
2024,2025,primary,5,frank,0.18,0.0122,3
2024,2025,primary,5,frank,0.2,0.0139,3.1
2024,2025,primary,5,frank,0.22,0.0159,3.2
2024,2025,primary,5,frank,0.24,0.0181,3.3
2024,2025,primary,5,frank,0.26,0.0206,3.4
2024,2025,primary,5,frank,0.28,0.0235,3.5
2024,2025,primary,5,frank,0.3,0.0268,3.5
2024,2025,primary,5,frank,0.32,0.0305,3.6
2024,2025,primary,5,frank,0.34,0.0346,3.7
2024,2025,primary,5,frank,0.36,0.0394,3.7
2024,2025,primary,5,frank,0.38,0.0447,3.8
2024,2025,primary,5,frank,0.4,0.0508,3.8
2024,2025,primary,5,frank,0.42,0.0576,3.9
2024,2025,primary,5,frank,0.44,0.0652,3.9
2024,2025,primary,5,frank,0.46,0.0738,4
2024,2025,primary,5,frank,0.48,0.0835,4
2024,2025,primary,5,frank,0.5,0.0942,4.1
2024,2025,primary,5,frank,0.52,0.1062,4.1
2024,2025,primary,5,frank,0.54,0.1195,4.2
2024,2025,primary,5,frank,0.56,0.1342,4.3
2024,2025,primary,5,frank,0.58,0.1504,4.3
2024,2025,primary,5,frank,0.6,0.1682,4.3
2024,2025,primary,5,frank,0.62,0.1877,4.4
2024,2025,primary,5,frank,0.64,0.2088,4.5
2024,2025,primary,5,frank,0.66,0.2316,4.5
2024,2025,primary,5,frank,0.68,0.2561,4.5
2024,2025,primary,5,frank,0.7,0.2823,4.6
2024,2025,primary,5,frank,0.72,0.31,4.6
2024,2025,primary,5,frank,0.74,0.3392,4.7
2024,2025,primary,5,frank,0.76,0.3696,4.7
2024,2025,primary,5,frank,0.78,0.4011,4.8
2024,2025,primary,5,frank,0.8,0.4334,4.9
2024,2025,primary,5,frank,0.82,0.4663,4.9
2024,2025,primary,5,frank,0.84,0.4995,5
2024,2025,primary,5,frank,0.86,0.5327,5.1
2024,2025,primary,5,frank,0.88,0.5656,5.2
2024,2025,primary,5,frank,0.9,0.598,5.3
2024,2025,primary,5,frank,0.92,0.6295,5.5
2024,2025,primary,5,frank,0.94,0.66,5.6
2024,2025,primary,5,frank,0.96,0.6892,5.8
2024,2025,primary,4,frank,0.04,0.0065,1.6
2024,2025,primary,4,frank,0.06,0.0074,1.7
2024,2025,primary,4,frank,0.08,0.0084,1.8
2024,2025,primary,4,frank,0.1,0.0095,1.9
2024,2025,primary,4,frank,0.12,0.0108,1.9
2024,2025,primary,4,frank,0.14,0.0122,2.1
2024,2025,primary,4,frank,0.16,0.0139,2.3
2024,2025,primary,4,frank,0.18,0.0157,2.4
2024,2025,primary,4,frank,0.2,0.0178,2.5
2024,2025,primary,4,frank,0.22,0.0202,2.6
2024,2025,primary,4,frank,0.24,0.0229,2.7
2024,2025,primary,4,frank,0.26,0.0259,2.8
2024,2025,primary,4,frank,0.28,0.0294,2.9
2024,2025,primary,4,frank,0.3,0.0332,3
2024,2025,primary,4,frank,0.32,0.0376,3.1
2024,2025,primary,4,frank,0.34,0.0425,3.1
2024,2025,primary,4,frank,0.36,0.048,3.2
2024,2025,primary,4,frank,0.38,0.0542,3.3
2024,2025,primary,4,frank,0.4,0.0612,3.3
2024,2025,primary,4,frank,0.42,0.0689,3.4
2024,2025,primary,4,frank,0.44,0.0776,3.4
2024,2025,primary,4,frank,0.46,0.0873,3.5
2024,2025,primary,4,frank,0.48,0.098,3.5
2024,2025,primary,4,frank,0.5,0.1099,3.6
2024,2025,primary,4,frank,0.52,0.123,3.6
2024,2025,primary,4,frank,0.54,0.1375,3.6
2024,2025,primary,4,frank,0.56,0.1534,3.7
2024,2025,primary,4,frank,0.58,0.1707,3.7
2024,2025,primary,4,frank,0.6,0.1896,3.8
2024,2025,primary,4,frank,0.62,0.21,3.8
2024,2025,primary,4,frank,0.64,0.232,3.8
2024,2025,primary,4,frank,0.66,0.2556,3.9
2024,2025,primary,4,frank,0.68,0.2806,3.9
2024,2025,primary,4,frank,0.7,0.3071,4
2024,2025,primary,4,frank,0.72,0.335,4
2024,2025,primary,4,frank,0.74,0.364,4.1
2024,2025,primary,4,frank,0.76,0.3941,4.1
2024,2025,primary,4,frank,0.78,0.425,4.2
2024,2025,primary,4,frank,0.8,0.4565,4.2
2024,2025,primary,4,frank,0.82,0.4884,4.3
2024,2025,primary,4,frank,0.84,0.5203,4.4
2024,2025,primary,4,frank,0.86,0.5521,4.5
2024,2025,primary,4,frank,0.88,0.5835,4.6
2024,2025,primary,4,frank,0.9,0.6142,4.6
2024,2025,primary,4,frank,0.92,0.644,4.75
2024,2025,primary,4,frank,0.94,0.6727,4.9
2024,2025,primary,4,frank,0.96,0.7002,5
2024,2025,primary,3,frank,0.04,0.0066,1.7
2024,2025,primary,3,frank,0.06,0.0074,1.8
2024,2025,primary,3,frank,0.08,0.0084,1.8
2024,2025,primary,3,frank,0.1,0.0095,1.9
2024,2025,primary,3,frank,0.12,0.0108,1.9
2024,2025,primary,3,frank,0.14,0.0122,2
2024,2025,primary,3,frank,0.16,0.0138,2.2
2024,2025,primary,3,frank,0.18,0.0156,2.3
2024,2025,primary,3,frank,0.2,0.0177,2.4
2024,2025,primary,3,frank,0.22,0.02,2.4
2024,2025,primary,3,frank,0.24,0.0226,2.5
2024,2025,primary,3,frank,0.26,0.0255,2.6
2024,2025,primary,3,frank,0.28,0.0288,2.6
2024,2025,primary,3,frank,0.3,0.0325,2.8
2024,2025,primary,3,frank,0.32,0.0367,2.8
2024,2025,primary,3,frank,0.34,0.0414,2.9
2024,2025,primary,3,frank,0.36,0.0466,2.9
2024,2025,primary,3,frank,0.38,0.0525,3
2024,2025,primary,3,frank,0.4,0.0591,3
2024,2025,primary,3,frank,0.42,0.0665,3.1
2024,2025,primary,3,frank,0.44,0.0746,3.1
2024,2025,primary,3,frank,0.46,0.0837,3.2
2024,2025,primary,3,frank,0.48,0.0939,3.2
2024,2025,primary,3,frank,0.5,0.105,3.3
2024,2025,primary,3,frank,0.52,0.1174,3.3
2024,2025,primary,3,frank,0.54,0.131,3.3
2024,2025,primary,3,frank,0.56,0.1459,3.4
2024,2025,primary,3,frank,0.58,0.1622,3.5
2024,2025,primary,3,frank,0.6,0.1799,3.5
2024,2025,primary,3,frank,0.62,0.1991,3.5
2024,2025,primary,3,frank,0.64,0.2197,3.6
2024,2025,primary,3,frank,0.66,0.2419,3.6
2024,2025,primary,3,frank,0.68,0.2656,3.7
2024,2025,primary,3,frank,0.7,0.2907,3.7
2024,2025,primary,3,frank,0.72,0.3171,3.8
2024,2025,primary,3,frank,0.74,0.3448,3.8
2024,2025,primary,3,frank,0.76,0.3736,3.8
2024,2025,primary,3,frank,0.78,0.4032,3.9
2024,2025,primary,3,frank,0.8,0.4337,3.9
2024,2025,primary,3,frank,0.82,0.4646,4
2024,2025,primary,3,frank,0.84,0.4958,4.1
2024,2025,primary,3,frank,0.86,0.527,4.1
2024,2025,primary,3,frank,0.88,0.558,4.2
2024,2025,primary,3,frank,0.9,0.5886,4.3
2024,2025,primary,3,frank,0.92,0.6185,4.4
2024,2025,primary,3,frank,0.94,0.6476,4.5
2024,2025,primary,3,frank,0.96,0.6755,4.7
