YEAR,GRADE,WIDA_LEVEL,n,kendall,ilearn_pctile_median,ilearn_pctile_sd,ilearn_floor_share,p_ilearn_proficient,suppress
2026,3,WIDA Level 4.3,1816,0.186,80.8455,16.2399,6e-04,0,FALSE
2026,3,WIDA Level 5,473,0.0534,91.2975,11.0502,0,0,FALSE
2026,3,WIDA Level 6,112,0.1167,95.163,8.4751,0,0,FALSE
2026,4,WIDA Level 1,490,0.0691,8.9772,9.37,0.2939,0,FALSE
2026,4,WIDA Level 2,546,0.0477,13.6743,13.2292,0.196,0,FALSE
2026,4,WIDA Level 3,1763,0.2159,25.6693,19.2723,0.076,0,FALSE
2026,4,WIDA Level 4,1091,0.0875,42.9486,21.0644,0.0183,0,FALSE
2026,4,WIDA Level 4.3,2698,0.1633,60.0517,21.927,0.0037,0,FALSE
2026,4,WIDA Level 5,1641,0.1909,80.3018,17.435,6e-04,0,FALSE
2026,4,WIDA Level 6,286,0.1554,92.5258,11.8176,0,0,FALSE
2026,5,WIDA Level 1,579,0.0802,9.8356,11.1204,0.2573,0,FALSE
2026,5,WIDA Level 2,564,0.0677,16.249,14.2823,0.1826,0,FALSE
2026,5,WIDA Level 3,1807,0.197,31.1439,20.7746,0.0526,0,FALSE
2026,5,WIDA Level 4,992,0.0802,49.1377,21.2083,0.0101,0,FALSE
2026,5,WIDA Level 4.3,2133,0.1701,66.5656,21.4134,0.0019,0,FALSE
2026,5,WIDA Level 5,1243,0.1637,82.8752,17.2182,0,0,FALSE
2026,5,WIDA Level 6,103,0.1747,94.7386,14.021,0,0,FALSE
2026,6,WIDA Level 1,633,0.06,11.1245,11.3875,0.2512,0,FALSE
2026,6,WIDA Level 2,1147,0.169,22.5867,17.9583,0.1099,0,FALSE
2026,6,WIDA Level 3,3067,0.2926,50.8107,23.7247,0.0157,0,FALSE
2026,6,WIDA Level 4,875,0.0896,74.2982,19.5858,0.0011,0,FALSE
2026,6,WIDA Level 4.3,844,0.138,84.1766,17.053,0.0012,0,FALSE
2026,6,WIDA Level 5,87,0.1712,94.7831,10.4196,0,0,FALSE
2026,7,WIDA Level 1,782,0.058,12.1807,12.6787,0.2302,0,FALSE
2026,7,WIDA Level 2,1124,0.1637,24.0622,18.5365,0.0934,0,FALSE
2026,7,WIDA Level 3,2777,0.256,49.4307,22.9528,0.0187,0,FALSE
2026,7,WIDA Level 4,906,0.0397,70.5955,19.6628,0,0,FALSE
2026,7,WIDA Level 4.3,1105,0.2112,82.82,17.0879,0,0,FALSE
2026,7,WIDA Level 5,140,0.17,94.3877,10.9931,0,0,FALSE
2026,7,WIDA Level 6,16,,,,,,TRUE
2026,8,WIDA Level 1,872,0.1455,12.4578,14.2593,0.2225,0,FALSE
2026,8,WIDA Level 2,1081,0.142,23.3137,20.0967,0.1045,0,FALSE
2026,8,WIDA Level 3,2580,0.2294,47.07,23.0785,0.0171,0,FALSE
2026,8,WIDA Level 4,943,0.0703,66.5472,20.3933,0.0011,0,FALSE
2026,8,WIDA Level 4.3,1364,0.1682,79.1877,19.7153,0.0037,0,FALSE
2026,8,WIDA Level 5,236,0.1038,88.6207,14.56,0,0,FALSE
2026,8,WIDA Level 6,39,,,,,,TRUE
