cut,n_below,n_above,tau_below,tau_above,tau_gap,ilearn_prof_below,ilearn_prof_above,ilearn_pctile_below,ilearn_pctile_above,YEAR,GRADE,YEAR_STRATUM
2.1,1067,5740,0.1361,0.501,0.3649,0,0.1026,13.631,57.9098,2024,7,primary
2.2,1150,5657,0.1441,0.4943,0.3502,9e-04,0.1039,13.9542,58.4166,2024,7,primary
2.3,1240,5567,0.1489,0.4866,0.3377,0.0016,0.1054,13.9542,58.9086,2024,7,primary
2.4,1360,5447,0.1723,0.4778,0.3056,0.0015,0.1078,14.5931,59.5035,2024,7,primary
2.5,1455,5352,0.2023,0.473,0.2707,0.0014,0.1097,15.2615,60.73,2024,7,primary
2.6,1584,5223,0.2216,0.464,0.2424,0.0013,0.1124,15.9298,61.2882,2024,7,primary
2.7,1746,5061,0.2478,0.4539,0.2061,0.0011,0.116,16.6863,62.2503,2024,7,primary
2.8,1849,4958,0.268,0.4496,0.1816,0.0011,0.1184,17.4207,62.7571,2024,7,primary
2.9,1981,4826,0.2814,0.4412,0.1598,0.001,0.1216,18.4122,64.0276,2024,7,primary
3,2121,4686,0.2928,0.4324,0.1395,9e-04,0.1253,19.3596,64.5417,2024,7,primary
3.1,2368,4439,0.3162,0.4125,0.0964,0.0013,0.132,20.788,66.275,2024,7,primary
3.2,2594,4213,0.3485,0.4021,0.0536,0.0015,0.1389,22.5397,67.5602,2024,7,primary
3.3,2846,3961,0.3652,0.3864,0.0212,0.0018,0.1474,24.0526,69.0364,2024,7,primary
3.4,3381,3426,0.3981,0.3497,-0.0485,0.0033,0.1687,27.2474,72.4001,2024,7,primary
3.5,3381,3426,0.3981,0.3497,-0.0485,0.0033,0.1687,27.2474,72.4001,2024,7,primary
3.6,3666,3141,0.4211,0.3454,-0.0758,0.0057,0.1808,29.01,73.7441,2024,7,primary
3.7,3951,2856,0.4342,0.3297,-0.1045,0.0076,0.1957,30.6992,75.5288,2024,7,primary
3.8,4273,2534,0.4507,0.3187,-0.1321,0.011,0.2139,32.6968,77.3281,2024,7,primary
3.9,4929,1878,0.479,0.2906,-0.1884,0.0191,0.2636,36.9345,81.3088,2024,7,primary
4,4929,1878,0.479,0.2906,-0.1884,0.0191,0.2636,36.9345,81.3088,2024,7,primary
4.1,5249,1558,0.491,0.2658,-0.2252,0.0215,0.3055,39.1157,83.0126,2024,7,primary
4.2,5490,1317,0.5044,0.2706,-0.2338,0.0281,0.3303,40.9298,84.79,2024,7,primary
4.3,5961,846,0.5247,0.2738,-0.2509,0.0416,0.4031,44.1246,88.139,2024,7,primary
4.4,5961,846,0.5247,0.2738,-0.2509,0.0416,0.4031,44.1246,88.139,2024,7,primary
4.5,6137,670,0.5308,0.2591,-0.2717,0.0473,0.4463,45.1014,89.6372,2024,7,primary
4.6,6309,498,0.5391,0.2566,-0.2825,0.0536,0.504,46.3572,91.4439,2024,7,primary
4.7,6402,405,0.544,0.237,-0.307,0.0573,0.5481,47.0035,92.4721,2024,7,primary
4.8,6602,205,0.5559,0.2435,-0.3124,0.0679,0.6878,48.3696,94.8076,2024,7,primary
4.9,6602,205,0.5559,0.2435,-0.3124,0.0679,0.6878,48.3696,94.8076,2024,7,primary
5,6657,150,0.5593,0.163,-0.3963,0.0711,0.7733,48.8543,95.6558,2024,7,primary
5.1,6704,103,0.5632,0.1707,-0.3925,0.0755,0.8058,49.2509,96.6069,2024,7,primary
5.2,6734,73,0.5657,0.1316,-0.4342,0.0784,0.8356,49.809,97.4809,2024,7,primary
5.3,6768,39,0.5684,,,0.0817,,49.809,,2024,7,primary
5.4,6768,39,0.5684,,,0.0817,,49.809,,2024,7,primary
5.5,6785,22,0.57,,,0.0837,,49.809,,2024,7,primary
2,1108,6056,0.0244,0.482,0.4576,9e-04,0.1167,17.6204,57.6343,2025,8,primary
2.1,1204,5960,0.0486,0.4788,0.4302,8e-04,0.1186,18.0042,58.1089,2025,8,primary
2.2,1297,5867,0.0713,0.4755,0.4041,8e-04,0.1205,18.4089,58.9323,2025,8,primary
2.3,1354,5810,0.0699,0.4725,0.4026,7e-04,0.1217,18.4089,58.9323,2025,8,primary
2.4,1468,5696,0.0781,0.4658,0.3877,7e-04,0.1241,18.6288,59.8953,2025,8,primary
2.5,1566,5598,0.0865,0.4613,0.3748,0.0013,0.1261,18.8486,60.314,2025,8,primary
2.6,1667,5497,0.095,0.4559,0.361,0.0012,0.1284,19.2184,60.7886,2025,8,primary
2.7,1817,5347,0.123,0.4512,0.3283,0.0022,0.1317,20.0279,61.7865,2025,8,primary
2.8,1921,5243,0.1362,0.4457,0.3095,0.0021,0.1343,20.4257,62.6936,2025,8,primary
2.9,2043,5121,0.1505,0.4411,0.2906,0.0029,0.1371,20.8514,63.1542,2025,8,primary
3,2180,4984,0.1629,0.4318,0.2688,0.0032,0.1407,21.6748,64.0056,2025,8,primary
3.1,2410,4754,0.1886,0.4198,0.2312,0.0041,0.1468,22.9379,65.6595,2025,8,primary
3.2,2605,4559,0.2008,0.4069,0.2061,0.0042,0.1529,23.8311,66.8528,2025,8,primary
3.3,2820,4344,0.2186,0.3924,0.1738,0.005,0.1598,24.6964,68.2135,2025,8,primary
3.4,3286,3878,0.2584,0.3634,0.1051,0.007,0.1766,26.8528,70.977,2025,8,primary
3.5,3286,3878,0.2584,0.3634,0.1051,0.007,0.1766,26.8528,70.977,2025,8,primary
3.6,3555,3609,0.2875,0.3522,0.0648,0.0087,0.1876,28.4997,72.6588,2025,8,primary
3.7,3846,3318,0.3155,0.343,0.0275,0.0114,0.2001,29.5534,73.7055,2025,8,primary
3.8,4119,3045,0.3348,0.3282,-0.0066,0.0136,0.2141,31.1514,75.4431,2025,8,primary
3.9,4730,2434,0.3748,0.2787,-0.096,0.018,0.256,34.7732,78.8137,2025,8,primary
4,4730,2434,0.3748,0.2787,-0.096,0.018,0.256,34.7732,78.8137,2025,8,primary
4.1,5072,2092,0.399,0.2552,-0.1438,0.0225,0.2839,36.776,80.8653,2025,8,primary
4.2,5317,1847,0.4148,0.2448,-0.17,0.0269,0.3059,38.395,81.626,2025,8,primary
4.3,5829,1335,0.4457,0.1989,-0.2468,0.0372,0.3678,41.4027,84.9337,2025,8,primary
4.4,5829,1335,0.4457,0.1989,-0.2468,0.0372,0.3678,41.4027,84.9337,2025,8,primary
4.5,6029,1135,0.4586,0.189,-0.2696,0.0436,0.3921,42.5262,86.2107,2025,8,primary
4.6,6276,888,0.475,0.1898,-0.2852,0.0531,0.4223,44.1661,87.5157,2025,8,primary
4.7,6455,709,0.4856,0.2142,-0.2714,0.061,0.4429,45.6595,88.3671,2025,8,primary
4.8,6769,395,0.5005,0.2193,-0.2813,0.0728,0.5443,47.4669,91.284,2025,8,primary
4.9,6769,395,0.5005,0.2193,-0.2813,0.0728,0.5443,47.4669,91.284,2025,8,primary
5,6867,297,0.5057,0.1808,-0.3248,0.0772,0.5993,47.9274,91.9051,2025,8,primary
5.1,6954,210,0.5115,0.2052,-0.3063,0.0833,0.6143,48.4508,92.4703,2025,8,primary
5.2,7013,151,0.5152,0.1437,-0.3715,0.0863,0.6821,49.1207,94.843,2025,8,primary
5.3,7082,82,0.5208,0.1734,-0.3474,0.0914,0.7439,49.1207,95.799,2025,8,primary
5.4,7082,82,0.5208,0.1734,-0.3474,0.0914,0.7439,49.1207,95.799,2025,8,primary
5.5,7101,63,0.5224,0.1745,-0.3479,0.0929,0.7619,49.686,96.3224,2025,8,primary
2,388,5337,0.0857,0.4652,0.3795,0,0.0808,9.8323,53.4666,2022,6,primary
2.1,442,5283,0.1179,0.4605,0.3426,0,0.0816,10.4873,54.0692,2022,6,primary
2.2,477,5248,0.1325,0.4574,0.3249,0,0.0821,10.8977,54.0692,2022,6,primary
2.3,524,5201,0.1238,0.4521,0.3283,0,0.0829,11.1858,54.6629,2022,6,primary
2.4,619,5106,0.1663,0.444,0.2776,0,0.0844,12.583,55.2567,2022,6,primary
2.5,686,5039,0.1837,0.4392,0.2555,0,0.0855,12.9759,55.7981,2022,6,primary
2.6,756,4969,0.1734,0.4309,0.2574,0,0.0867,13.3688,56.2958,2022,6,primary
2.7,862,4863,0.2097,0.4222,0.2125,0,0.0886,14.2508,57.2476,2022,6,primary
2.8,946,4779,0.2377,0.4179,0.1802,0,0.0902,14.8708,57.7541,2022,6,primary
2.9,1041,4684,0.2246,0.4068,0.1823,0,0.092,15.2288,58.4701,2022,6,primary
3,1162,4563,0.24,0.3958,0.1559,0,0.0945,16.5561,59.6926,2022,6,primary
3.1,1388,4337,0.2816,0.3795,0.0979,0,0.0994,18.4509,61.4565,2022,6,primary
3.2,1622,4103,0.2989,0.3641,0.0652,0,0.105,20.2585,62.7663,2022,6,primary
3.3,1854,3871,0.3157,0.3481,0.0324,0,0.1113,22.1184,64.4342,2022,6,primary
3.4,2497,3228,0.358,0.3243,-0.0337,0.0024,0.1317,26.5368,68.5732,2022,6,primary
3.5,2497,3228,0.358,0.3243,-0.0337,0.0024,0.1317,26.5368,68.5732,2022,6,primary
3.6,2824,2901,0.3618,0.3003,-0.0616,0.0035,0.1451,28.6413,71.1666,2022,6,primary
3.7,3169,2556,0.3791,0.2886,-0.0905,0.0069,0.16,31.3482,72.7384,2022,6,primary
3.8,3575,2150,0.3996,0.2793,-0.1204,0.0106,0.1828,34.4045,75.2445,2022,6,primary
3.9,4244,1481,0.4209,0.2473,-0.1736,0.0179,0.2397,39.5651,80.3964,2022,6,primary
4,4244,1481,0.4209,0.2473,-0.1736,0.0179,0.2397,39.5651,80.3964,2022,6,primary
4.1,4539,1186,0.4321,0.2337,-0.1984,0.0247,0.269,41.4251,82.6842,2022,6,primary
4.2,4726,999,0.4414,0.241,-0.2005,0.0298,0.2903,42.6039,83.9504,2022,6,primary
4.3,5158,567,0.4602,0.2041,-0.2561,0.0413,0.3845,45.6514,89.1635,2022,6,primary
4.4,5158,567,0.4602,0.2041,-0.2561,0.0413,0.3845,45.6514,89.1635,2022,6,primary
4.5,5301,424,0.4696,0.2185,-0.2511,0.0483,0.4127,46.6381,90.1982,2022,6,primary
4.6,5433,292,0.4796,0.2508,-0.2288,0.0545,0.4623,47.7646,91.3203,2022,6,primary
4.7,5520,205,0.4856,0.2679,-0.2176,0.058,0.5415,48.2798,93.7565,2022,6,primary
4.8,5635,90,0.4936,0.1969,-0.2967,0.065,0.7222,49.284,96.5596,2022,6,primary
4.9,5635,90,0.4936,0.1969,-0.2967,0.065,0.7222,49.284,96.5596,2022,6,primary
5,5665,60,0.497,0.3456,-0.1514,0.0685,0.7167,49.284,97.5768,2022,6,primary
5.1,5684,41,0.4989,,,0.0698,,49.8166,,2022,6,primary
5.2,5692,33,0.5,,,0.0708,,49.8166,,2022,6,primary
5.3,5708,17,0.5025,,,0.0732,,49.8166,,2022,6,primary
5.4,5708,17,0.5025,,,0.0732,,49.8166,,2022,6,primary
5.5,5711,14,0.503,,,0.0737,,49.8166,,2022,6,primary
2,681,5506,0.0694,0.4822,0.4128,0,0.0799,12.395,55.2279,2023,7,primary
2.1,757,5430,0.0959,0.4764,0.3806,0,0.081,13.0333,55.7692,2023,7,primary
2.2,824,5363,0.1035,0.4707,0.3672,0,0.082,13.4211,56.2864,2023,7,primary
2.3,887,5300,0.1143,0.4654,0.3511,0,0.083,13.4211,56.7631,2023,7,primary
2.4,992,5195,0.1484,0.4596,0.3112,0,0.0847,14.2776,57.9509,2023,7,primary
2.5,1089,5098,0.1792,0.4536,0.2744,0,0.0863,15.3523,58.5165,2023,7,primary
2.6,1171,5016,0.1858,0.447,0.2611,0,0.0877,15.7159,58.9609,2023,7,primary
2.7,1312,4875,0.196,0.4365,0.2405,8e-04,0.0901,16.5562,60.0598,2023,7,primary
2.8,1411,4776,0.2198,0.4314,0.2116,7e-04,0.0919,17.2673,60.5769,2023,7,primary
2.9,1526,4661,0.2355,0.4259,0.1903,0.0013,0.094,18.1319,61.5142,2023,7,primary
3,1650,4537,0.2525,0.419,0.1665,0.0012,0.0965,18.5278,62.1687,2023,7,primary
3.1,1905,4282,0.2905,0.4074,0.117,0.0016,0.1021,20.5802,63.9383,2023,7,primary
3.2,2148,4039,0.3014,0.3907,0.0894,0.0019,0.1079,22.2851,65.5624,2023,7,primary
3.3,2382,3805,0.3263,0.3809,0.0546,0.0021,0.1143,23.8122,67.2754,2023,7,primary
3.4,2650,3537,0.3383,0.3663,0.0279,0.0034,0.1219,25.8161,68.7056,2023,7,primary
3.5,2934,3253,0.3584,0.3586,2e-04,0.0048,0.131,27.3917,70.5882,2023,7,primary
3.6,3263,2924,0.3784,0.3542,-0.0242,0.0058,0.144,30.1228,72.5436,2023,7,primary
3.7,3579,2608,0.3913,0.3401,-0.0512,0.0084,0.1572,31.6823,74.6849,2023,7,primary
3.8,3929,2258,0.4007,0.3193,-0.0814,0.0104,0.1767,34.2841,76.6888,2023,7,primary
3.9,4264,1923,0.4158,0.3017,-0.1141,0.012,0.2023,36.3122,79.2663,2023,7,primary
4,4566,1621,0.4305,0.2797,-0.1508,0.0138,0.2326,38.405,81.1086,2023,7,primary
4.1,4830,1357,0.4429,0.2655,-0.1774,0.019,0.2564,39.9725,83.0802,2023,7,primary
4.2,5069,1118,0.4569,0.2618,-0.1951,0.0245,0.2826,41.8552,85.0517,2023,7,primary
4.3,5487,700,0.4821,0.2476,-0.2345,0.0348,0.3557,44.4813,88.6797,2023,7,primary
4.4,5487,700,0.4821,0.2476,-0.2345,0.0348,0.3557,44.4813,88.6797,2023,7,primary
4.5,5640,547,0.4912,0.2433,-0.2479,0.0392,0.4004,45.5721,90.0129,2023,7,primary
4.6,5792,395,0.4996,0.2319,-0.2677,0.0451,0.4532,46.8164,91.5805,2023,7,primary
4.7,5877,310,0.506,0.2486,-0.2574,0.0492,0.4871,47.3901,92.5178,2023,7,primary
4.8,5977,210,0.5128,0.1756,-0.3372,0.0535,0.5714,48.4648,94.0772,2023,7,primary
4.9,6030,157,0.5182,0.1664,-0.3518,0.0572,0.6051,48.9092,94.8933,2023,7,primary
5,6074,113,0.5221,0.1263,-0.3958,0.0604,0.646,48.9092,95.3943,2023,7,primary
5.1,6107,80,0.5253,0.0745,-0.4509,0.0629,0.7,49.3859,96.7316,2023,7,primary
5.2,6133,54,0.5281,-0.0276,-0.5557,0.0654,0.7222,49.3859,97.6002,2023,7,primary
5.3,6148,39,0.5295,,,0.0669,,49.9677,,2023,7,primary
5.4,6159,28,0.531,,,0.0682,,49.9677,,2023,7,primary
5.5,6170,17,0.5323,,,0.0694,,49.9677,,2023,7,primary
2,1070,5768,0.0967,0.4975,0.4008,0,0.1201,13.869,57.6473,2024,8,primary
2.1,1166,5672,0.097,0.4891,0.3922,0,0.1222,14.1687,58.4588,2024,8,primary
2.2,1243,5595,0.1132,0.4841,0.3709,0,0.1239,14.1687,58.8975,2024,8,primary
2.3,1330,5508,0.1188,0.4765,0.3577,0,0.1258,14.7536,59.3727,2024,8,primary
2.4,1452,5386,0.1355,0.4651,0.3297,0,0.1287,15.1557,60.2573,2024,8,primary
2.5,1538,5300,0.1611,0.4602,0.2991,0,0.1308,15.8137,60.8057,2024,8,primary
2.6,1630,5208,0.1895,0.454,0.2645,0,0.1331,16.2816,61.6611,2024,8,primary
2.7,1765,5073,0.2155,0.4453,0.2299,0,0.1366,17.2979,62.5603,2024,8,primary
2.8,1881,4957,0.243,0.4398,0.1968,5e-04,0.1396,18.124,63.0575,2024,8,primary
2.9,2021,4817,0.2688,0.4329,0.1641,5e-04,0.1437,18.877,64.0445,2024,8,primary
3,2138,4700,0.292,0.4276,0.1356,9e-04,0.147,19.5423,64.9145,2024,8,primary
3.1,2339,4499,0.3088,0.4122,0.1034,0.0013,0.1534,20.6828,66.15,2024,8,primary
3.2,2532,4306,0.3179,0.3966,0.0787,0.002,0.1598,21.8087,67.1663,2024,8,primary
3.3,2722,4116,0.3415,0.3863,0.0448,0.0033,0.1662,23.366,68.2848,2024,8,primary
3.4,3185,3653,0.3817,0.3577,-0.024,0.0053,0.1851,26.1807,71.085,2024,8,primary
3.5,3185,3653,0.3817,0.3577,-0.024,0.0053,0.1851,26.1807,71.085,2024,8,primary
3.6,3447,3391,0.398,0.3424,-0.0556,0.0073,0.197,27.7672,72.8542,2024,8,primary
3.7,3712,3126,0.4164,0.3267,-0.0897,0.0086,0.2115,29.679,74.3749,2024,8,primary
3.8,4018,2820,0.4361,0.3157,-0.1204,0.0117,0.2291,31.3862,76.1807,2024,8,primary
3.9,4686,2152,0.4678,0.2908,-0.177,0.0201,0.2783,35.9336,79.6023,2024,8,primary
4,4686,2152,0.4678,0.2908,-0.177,0.0201,0.2783,35.9336,79.6023,2024,8,primary
4.1,5010,1828,0.4809,0.2824,-0.1985,0.0263,0.3069,37.9515,81.664,2024,8,primary
4.2,5232,1606,0.4894,0.2845,-0.2049,0.0321,0.3269,39.3771,82.6656,2024,8,primary
4.3,5720,1118,0.5087,0.2646,-0.2441,0.0435,0.3971,42.6524,85.9336,2024,8,primary
4.4,5720,1118,0.5087,0.2646,-0.2441,0.0435,0.3971,42.6524,85.9336,2024,8,primary
4.5,5898,940,0.5144,0.2586,-0.2558,0.0492,0.4287,43.6248,87.2423,2024,8,primary
4.6,6145,693,0.5244,0.2287,-0.2957,0.0573,0.4921,45.1601,89.516,2024,8,primary
4.7,6277,561,0.5302,0.2202,-0.31,0.0632,0.5276,46.2787,90.6054,2024,8,primary
4.8,6535,303,0.5441,0.2037,-0.3405,0.0771,0.6238,48.026,93.5371,2024,8,primary
4.9,6535,303,0.5441,0.2037,-0.3405,0.0771,0.6238,48.026,93.5371,2024,8,primary
5,6606,232,0.5478,0.1541,-0.3937,0.0813,0.6724,48.4866,94.6447,2024,8,primary
5.1,6671,167,0.5517,0.1111,-0.4406,0.0862,0.7066,48.9911,95.6646,2024,8,primary
5.2,6720,118,0.5559,0.0941,-0.4618,0.0906,0.7119,48.9911,95.8912,2024,8,primary
5.3,6773,65,0.5607,0.1429,-0.4177,0.0951,0.7538,49.4955,96.2641,2024,8,primary
5.4,6773,65,0.5607,0.1429,-0.4177,0.0951,0.7538,49.4955,96.2641,2024,8,primary
5.5,6789,49,0.562,,,0.0966,,49.4955,,2024,8,primary
2,440,7233,0.144,0.5257,0.3817,0.0023,0.263,9.7667,52.8799,2019,3,ilearn_2019
2.1,501,7172,0.1397,0.5217,0.382,0.002,0.2652,10.0925,53.5119,2019,3,ilearn_2019
2.2,541,7132,0.1208,0.5185,0.3977,0.0018,0.2667,10.0925,53.5119,2019,3,ilearn_2019
2.3,614,7059,0.1551,0.5151,0.36,0.0033,0.2693,10.3857,54.1504,2019,3,ilearn_2019
2.4,676,6997,0.1794,0.5128,0.3334,0.0044,0.2715,10.9135,54.1504,2019,3,ilearn_2019
2.5,787,6886,0.2045,0.5075,0.303,0.0038,0.2759,11.6041,55.2124,2019,3,ilearn_2019
2.6,883,6790,0.2043,0.5023,0.298,0.0045,0.2797,12.2557,55.8379,2019,3,ilearn_2019
2.7,994,6679,0.2155,0.4976,0.2821,0.006,0.284,12.803,56.4764,2019,3,ilearn_2019
2.8,1078,6595,0.2035,0.4918,0.2883,0.0056,0.2876,12.9854,56.4764,2019,3,ilearn_2019
2.9,1190,6483,0.1956,0.4843,0.2887,0.0059,0.2925,13.3568,57.1345,2019,3,ilearn_2019
3,1279,6394,0.2028,0.4793,0.2764,0.0055,0.2965,13.7412,57.7925,2019,3,ilearn_2019
3.1,1450,6223,0.2265,0.471,0.2445,0.0048,0.3047,14.5296,59.1347,2019,3,ilearn_2019
3.2,1646,6027,0.2569,0.4633,0.2064,0.0055,0.3143,15.6437,59.8124,2019,3,ilearn_2019
3.3,1888,5785,0.2685,0.4506,0.1821,0.0074,0.3265,17.1684,61.2718,2019,3,ilearn_2019
3.4,2490,5183,0.3022,0.4196,0.1175,0.0108,0.362,20.6216,64.8944,2019,3,ilearn_2019
3.5,2490,5183,0.3022,0.4196,0.1175,0.0108,0.362,20.6216,64.8944,2019,3,ilearn_2019
3.6,2867,4806,0.336,0.4089,0.0728,0.0192,0.3845,22.674,66.8296,2019,3,ilearn_2019
3.7,3196,4477,0.3541,0.3989,0.0449,0.0278,0.4052,24.9088,68.6083,2019,3,ilearn_2019
3.8,3635,4038,0.3743,0.3824,0.0081,0.0374,0.4376,27.0133,71.3253,2019,3,ilearn_2019
3.9,4528,3145,0.4121,0.3579,-0.0542,0.0647,0.5119,32.128,76.036,2019,3,ilearn_2019
4,4528,3145,0.4121,0.3579,-0.0542,0.0647,0.5119,32.128,76.036,2019,3,ilearn_2019
4.1,4994,2679,0.4267,0.3382,-0.0885,0.0805,0.5603,34.6625,78.4467,2019,3,ilearn_2019
4.2,5295,2378,0.4316,0.312,-0.1195,0.0908,0.598,35.9656,80.2059,2019,3,ilearn_2019
4.3,5896,1777,0.4549,0.2705,-0.1844,0.1214,0.668,39.067,83.5679,2019,3,ilearn_2019
4.4,5896,1777,0.4549,0.2705,-0.1844,0.1214,0.668,39.067,83.5679,2019,3,ilearn_2019
4.5,6177,1496,0.4664,0.2316,-0.2348,0.136,0.7106,41.0412,85.288,2019,3,ilearn_2019
4.6,6444,1229,0.4827,0.2282,-0.2545,0.1547,0.7372,42.3247,86.7866,2019,3,ilearn_2019
4.7,6713,960,0.4963,0.201,-0.2954,0.1718,0.7812,44.2077,88.5848,2019,3,ilearn_2019
4.8,7078,595,0.5177,0.1661,-0.3516,0.1999,0.8202,46.0451,90.6046,2019,3,ilearn_2019
4.9,7078,595,0.5177,0.1661,-0.3516,0.1999,0.8202,46.0451,90.6046,2019,3,ilearn_2019
5,7238,435,0.526,0.1011,-0.4249,0.2115,0.8552,47.3808,91.6667,2019,3,ilearn_2019
5.1,7367,306,0.5348,0.0923,-0.4425,0.2225,0.8627,47.8694,92.2531,2019,3,ilearn_2019
5.2,7422,251,0.538,0.0612,-0.4768,0.2269,0.8725,48.3255,92.8395,2019,3,ilearn_2019
5.3,7540,133,0.5463,0.1965,-0.3498,0.2371,0.8647,48.8663,93.4324,2019,3,ilearn_2019
5.4,7540,133,0.5463,0.1965,-0.3498,0.2371,0.8647,48.8663,93.4324,2019,3,ilearn_2019
5.5,7579,94,0.5479,0.1339,-0.414,0.2399,0.9043,49.4983,95.0482,2019,3,ilearn_2019
2,270,5915,0.0539,0.4949,0.441,0,0.0948,10.4833,52.247,2021,5,primary
2.1,312,5873,0.0659,0.4914,0.4254,0,0.0955,10.6612,52.247,2021,5,primary
2.2,338,5847,0.0792,0.4893,0.4101,0,0.0959,10.8228,52.8371,2021,5,primary
2.3,368,5817,0.08,0.4868,0.4067,0,0.0964,10.9845,52.8371,2021,5,primary
2.4,402,5783,0.0386,0.4827,0.4441,0,0.097,10.6612,53.4513,2021,5,primary
2.5,440,5745,0.0407,0.479,0.4383,0,0.0977,10.6612,53.4513,2021,5,primary
2.6,481,5704,0.0711,0.4758,0.4046,0,0.0984,10.9845,54.0171,2021,5,primary
2.7,534,5651,0.094,0.4715,0.3775,0,0.0993,10.9845,54.5829,2021,5,primary
2.8,590,5595,0.078,0.4652,0.3872,0,0.1003,10.9845,54.5829,2021,5,primary
2.9,635,5550,0.0768,0.4605,0.3837,0,0.1011,10.9845,55.0921,2021,5,primary
3,687,5498,0.0976,0.4559,0.3583,0,0.102,11.3401,55.5529,2021,5,primary
3.1,792,5393,0.1384,0.4494,0.311,0,0.104,12.2131,56.1187,2021,5,primary
3.2,867,5318,0.1618,0.4435,0.2817,0.0012,0.1053,12.8354,56.6602,2021,5,primary
3.3,967,5218,0.1895,0.4366,0.2471,0.001,0.1073,13.773,57.2017,2021,5,primary
3.4,1253,4932,0.2413,0.4149,0.1736,8e-04,0.1135,16.3029,59.5377,2021,5,primary
3.5,1253,4932,0.2413,0.4149,0.1736,8e-04,0.1135,16.3029,59.5377,2021,5,primary
3.6,1445,4740,0.2557,0.4004,0.1447,0.0021,0.1177,17.3133,61.0653,2021,5,primary
3.7,1660,4525,0.2797,0.3879,0.1083,0.0024,0.1231,18.7439,62.1322,2021,5,primary
3.8,1895,4290,0.3107,0.3782,0.0674,0.0032,0.1294,20.1746,63.7811,2021,5,primary
3.9,2483,3702,0.3532,0.3583,0.0051,0.0056,0.1478,24.9515,66.9657,2021,5,primary
4,2483,3702,0.3532,0.3583,0.0051,0.0056,0.1478,24.9515,66.9657,2021,5,primary
4.1,2814,3371,0.3573,0.3412,-0.0161,0.0064,0.1611,27.0934,69.2127,2021,5,primary
4.2,3071,3114,0.3703,0.3352,-0.0351,0.0078,0.1724,28.8474,70.6272,2021,5,primary
4.3,3605,2580,0.3853,0.3084,-0.0768,0.0125,0.2,32.0967,73.9654,2021,5,primary
4.4,3605,2580,0.3853,0.3084,-0.0768,0.0125,0.2,32.0967,73.9654,2021,5,primary
4.5,3877,2308,0.3934,0.2922,-0.1013,0.0162,0.2158,33.7375,75.3071,2021,5,primary
4.6,4228,1957,0.4071,0.2724,-0.1347,0.0208,0.2417,36.4048,78.0068,2021,5,primary
4.7,4481,1704,0.4138,0.2395,-0.1743,0.0243,0.2653,37.7304,80.173,2021,5,primary
4.8,4922,1263,0.4417,0.2283,-0.2134,0.0354,0.3064,41.0039,83.0747,2021,5,primary
4.9,4922,1263,0.4417,0.2283,-0.2134,0.0354,0.3064,41.0039,83.0747,2021,5,primary
5,5126,1059,0.4503,0.207,-0.2432,0.041,0.3314,42.0385,84.7155,2021,5,primary
5.1,5328,857,0.4596,0.1964,-0.2633,0.0477,0.3582,43.8733,86.235,2021,5,primary
5.2,5445,740,0.4641,0.1641,-0.3,0.0507,0.3851,44.5037,87.108,2021,5,primary
5.3,5689,496,0.4822,0.2095,-0.2726,0.0628,0.4113,46.1526,87.6374,2021,5,primary
5.4,5689,496,0.4822,0.2095,-0.2726,0.0628,0.4113,46.1526,87.6374,2021,5,primary
5.5,5807,378,0.4885,0.1835,-0.305,0.0673,0.4497,47.2276,89.1853,2021,5,primary
2,302,7166,0.0736,0.5366,0.4631,0,0.1707,9.9411,52.2828,2021,4,primary
2.1,335,7133,0.0701,0.5344,0.4644,0,0.1715,10.3227,52.2828,2021,4,primary
2.2,370,7098,0.0843,0.5329,0.4486,0,0.1723,10.6641,52.2828,2021,4,primary
2.3,408,7060,0.1122,0.5316,0.4193,0,0.1732,10.9787,52.9455,2021,4,primary
2.4,460,7008,0.1117,0.5289,0.4172,0,0.1745,11.2867,52.9455,2021,4,primary
2.5,509,6959,0.1163,0.5266,0.4103,0,0.1757,11.7419,53.548,2021,4,primary
2.6,565,6903,0.118,0.523,0.405,0,0.1772,12.0632,53.548,2021,4,primary
2.7,616,6852,0.1168,0.5199,0.4031,0,0.1785,12.0632,54.1103,2021,4,primary
2.8,674,6794,0.0994,0.5154,0.4161,0,0.18,12.0632,54.666,2021,4,primary
2.9,738,6730,0.0924,0.5113,0.4189,0,0.1817,12.2573,54.666,2021,4,primary
3,797,6671,0.0912,0.5071,0.416,0,0.1833,12.8197,55.2149,2021,4,primary
3.1,929,6539,0.1132,0.4992,0.386,0.0011,0.1869,13.6297,56.2391,2021,4,primary
3.2,1043,6425,0.1259,0.4919,0.366,0.001,0.1902,14.0179,56.8215,2021,4,primary
3.3,1166,6302,0.1313,0.4834,0.3521,9e-04,0.1939,14.4129,57.8324,2021,4,primary
3.4,1493,5975,0.1886,0.4663,0.2778,0.0013,0.2044,16.1467,59.8474,2021,4,primary
3.5,1493,5975,0.1886,0.4663,0.2778,0.0013,0.2044,16.1467,59.8474,2021,4,primary
3.6,1742,5726,0.2212,0.4536,0.2323,0.0017,0.2131,17.3584,61.0055,2021,4,primary
3.7,1974,5494,0.2455,0.4421,0.1966,0.0015,0.2221,18.5232,62.5586,2021,4,primary
3.8,2280,5188,0.2774,0.4304,0.1531,0.0031,0.2344,20.3106,63.951,2021,4,primary
