cut,n_below,n_above,tau_below,tau_above,tau_gap,ilearn_prof_below,ilearn_prof_above,ilearn_pctile_below,ilearn_pctile_above,YEAR,GRADE,YEAR_STRATUM
4.3,2906,2736,0.375,0.2893,-0.0857,0.0206,0.2423,29.6119,71.1147,2019,5,ilearn_2019
4.4,2906,2736,0.375,0.2893,-0.0857,0.0206,0.2423,29.6119,71.1147,2019,5,ilearn_2019
4.5,3190,2452,0.3802,0.267,-0.1132,0.0251,0.2622,31.3884,73.4273,2019,5,ilearn_2019
4.6,3558,2084,0.3963,0.2373,-0.159,0.0306,0.2946,34.0156,75.7842,2019,5,ilearn_2019
4.7,3873,1769,0.4136,0.224,-0.1896,0.04,0.3211,36.7535,77.6271,2019,5,ilearn_2019
4.8,4447,1195,0.4438,0.2297,-0.2141,0.0616,0.3757,41.1926,80.4359,2019,5,ilearn_2019
4.9,4447,1195,0.4438,0.2297,-0.2141,0.0616,0.3757,41.1926,80.4359,2019,5,ilearn_2019
5,4670,972,0.4493,0.2146,-0.2347,0.0692,0.4115,42.3711,81.9511,2019,5,ilearn_2019
5.1,4907,735,0.4589,0.2006,-0.2583,0.0789,0.4571,44.1963,84.6004,2019,5,ilearn_2019
5.2,5035,607,0.4664,0.2277,-0.2387,0.0872,0.4679,45.1976,85.3535,2019,5,ilearn_2019
5.3,5254,388,0.4774,0.1897,-0.2877,0.0957,0.567,47.1026,89.837,2019,5,ilearn_2019
5.4,5254,388,0.4774,0.1897,-0.2877,0.0957,0.567,47.1026,89.837,2019,5,ilearn_2019
5.5,5362,280,0.4809,0.0981,-0.3828,0.1016,0.6357,47.6431,91.6711,2019,5,ilearn_2019
2,352,4636,-0.006,0.4794,0.4855,0,0.0738,10.6083,53.2872,2021,7,primary
2.1,404,4584,0.0273,0.4732,0.4459,0,0.0746,10.7837,53.8886,2021,7,primary
2.2,447,4541,0.0428,0.4679,0.4251,0,0.0753,11.1245,54.4097,2021,7,primary
2.3,507,4481,0.0733,0.4607,0.3874,0,0.0763,11.6957,54.9709,2021,7,primary
2.4,571,4417,0.0979,0.4535,0.3556,0,0.0774,12.0064,55.6825,2021,7,primary
2.5,637,4351,0.1175,0.4458,0.3283,0,0.0786,12.7781,56.364,2021,7,primary
2.6,714,4274,0.1354,0.4369,0.3014,0,0.08,12.7781,57.0054,2021,7,primary
2.7,839,4149,0.1854,0.4266,0.2412,0,0.0824,14.081,58.0677,2021,7,primary
2.8,930,4058,0.2057,0.4173,0.2116,0,0.0843,15.0782,58.7292,2021,7,primary
2.9,1034,3954,0.2271,0.4068,0.1797,0,0.0865,16.3059,59.4708,2021,7,primary
3,1140,3848,0.256,0.4003,0.1443,0,0.0889,17.1778,60.8439,2021,7,primary
3.1,1346,3642,0.294,0.3871,0.0931,0,0.0939,18.9417,62.3572,2021,7,primary
3.2,1541,3447,0.2959,0.366,0.0702,0,0.0992,20.1944,64.2213,2021,7,primary
3.3,1755,3233,0.3179,0.3509,0.033,0,0.1058,21.9483,65.4841,2021,7,primary
3.4,2267,2721,0.3656,0.3259,-0.0396,0.0022,0.1239,26.5083,69.082,2021,7,primary
3.5,2267,2721,0.3656,0.3259,-0.0396,0.0022,0.1239,26.5083,69.082,2021,7,primary
3.6,2501,2487,0.3833,0.3125,-0.0708,0.0032,0.1343,28.8234,71.2568,2021,7,primary
3.7,2817,2171,0.4009,0.3042,-0.0966,0.0078,0.1474,31.6797,73.3814,2021,7,primary
3.8,3091,1897,0.4115,0.2969,-0.1146,0.0107,0.1629,33.9747,75.0952,2021,7,primary
3.9,3616,1372,0.4289,0.2643,-0.1646,0.0152,0.2092,38.3844,79.8657,2021,7,primary
4,3616,1372,0.4289,0.2643,-0.1646,0.0152,0.2092,38.3844,79.8657,2021,7,primary
4.1,3849,1139,0.4398,0.2607,-0.1791,0.0195,0.2344,40.008,81.82,2021,7,primary
4.2,4013,975,0.4471,0.269,-0.1781,0.0234,0.2544,41.5414,83.0026,2021,7,primary
4.3,4327,661,0.4618,0.2633,-0.1985,0.0307,0.3162,44.3576,86.4502,2021,7,primary
4.4,4327,661,0.4618,0.2633,-0.1985,0.0307,0.3162,44.3576,86.4502,2021,7,primary
4.5,4462,526,0.4706,0.2542,-0.2164,0.0341,0.3612,45.0491,87.9635,2021,7,primary
4.6,4601,387,0.4801,0.246,-0.2342,0.0393,0.416,46.1515,90.1183,2021,7,primary
4.7,4679,309,0.4863,0.2758,-0.2105,0.0438,0.4434,47.4444,91.5113,2021,7,primary
4.8,4809,179,0.4959,0.1973,-0.2986,0.0497,0.5754,48.0958,94.4077,2021,7,primary
4.9,4809,179,0.4959,0.1973,-0.2986,0.0497,0.5754,48.0958,94.4077,2021,7,primary
5,4845,143,0.5008,0.2237,-0.2771,0.0528,0.6014,48.5668,94.989,2021,7,primary
5.1,4884,104,0.5049,0.1458,-0.3591,0.0557,0.6731,49.0078,96.5173,2021,7,primary
5.2,4904,84,0.5081,0.2057,-0.3024,0.0581,0.6786,49.0078,96.5173,2021,7,primary
5.3,4938,50,0.5109,0.2196,-0.2913,0.0616,0.76,49.5991,96.7629,2021,7,primary
5.4,4938,50,0.5109,0.2196,-0.2913,0.0616,0.76,49.5991,96.7629,2021,7,primary
5.5,4955,33,0.5128,,,0.063,,49.5991,,2021,7,primary
2,529,4905,0.1079,0.4802,0.3722,0,0.0848,11.2971,54.9862,2022,8,primary
2.1,601,4833,0.1311,0.4732,0.3421,0,0.0861,11.8675,55.6026,2022,8,primary
2.2,652,4782,0.147,0.4693,0.3223,0,0.087,11.8675,55.6026,2022,8,primary
2.3,700,4734,0.1499,0.4649,0.315,0,0.0879,12.1987,56.1086,2022,8,primary
2.4,779,4655,0.1694,0.4588,0.2893,0,0.0894,12.8703,57.0929,2022,8,primary
2.5,843,4591,0.1814,0.4533,0.2719,0,0.0906,13.4223,57.5161,2022,8,primary
2.6,916,4518,0.192,0.4467,0.2547,0,0.0921,13.7167,58.0037,2022,8,primary
2.7,1030,4404,0.2331,0.4404,0.2072,0,0.0945,14.9954,59.0248,2022,8,primary
2.8,1117,4317,0.2317,0.432,0.2003,9e-04,0.0961,15.6026,59.5768,2022,8,primary
2.9,1211,4223,0.2501,0.4245,0.1744,8e-04,0.0983,16.7617,60.6348,2022,8,primary
3,1331,4103,0.2593,0.4144,0.1551,8e-04,0.1011,17.2309,61.2695,2022,8,primary
3.1,1529,3905,0.2849,0.4005,0.1157,0.002,0.1058,18.8868,63.1187,2022,8,primary
3.2,1725,3709,0.3137,0.3899,0.0762,0.0023,0.1111,20.874,64.701,2022,8,primary
3.3,1934,3500,0.3233,0.373,0.0497,0.0021,0.1177,22.2079,65.9338,2022,8,primary
3.4,2417,3017,0.3693,0.3524,-0.017,0.0037,0.1349,26.6421,69.632,2022,8,primary
3.5,2417,3017,0.3693,0.3524,-0.017,0.0037,0.1349,26.6421,69.632,2022,8,primary
3.6,2676,2758,0.3787,0.3373,-0.0414,0.0045,0.1465,28.3717,71.2144,2022,8,primary
3.7,2935,2499,0.3866,0.3155,-0.0711,0.0065,0.1589,30.4232,73.0543,2022,8,primary
3.8,3199,2235,0.4005,0.2998,-0.1007,0.0088,0.1736,32.1711,74.9218,2022,8,primary
3.9,3683,1751,0.4255,0.2635,-0.162,0.013,0.2102,36.2466,79.3468,2022,8,primary
4,3683,1751,0.4255,0.2635,-0.162,0.013,0.2102,36.2466,79.3468,2022,8,primary
4.1,3942,1492,0.432,0.225,-0.207,0.0173,0.2332,37.6725,80.7176,2022,8,primary
4.2,4121,1313,0.444,0.2102,-0.2338,0.0201,0.2536,39.4112,82.0239,2022,8,primary
4.3,4485,949,0.4684,0.175,-0.2934,0.0299,0.2972,42.2815,84.6918,2022,8,primary
4.4,4485,949,0.4684,0.175,-0.2934,0.0299,0.2972,42.2815,84.6918,2022,8,primary
4.5,4660,774,0.4807,0.1597,-0.321,0.0339,0.3333,43.9098,86.219,2022,8,primary
4.6,4845,589,0.4921,0.1422,-0.3499,0.0407,0.3718,45.1518,87.9945,2022,8,primary
4.7,4971,463,0.4995,0.1243,-0.3752,0.0465,0.3996,46.3201,88.9052,2022,8,primary
4.8,5187,247,0.5155,0.1319,-0.3836,0.0596,0.4332,48.0037,89.862,2022,8,primary
4.9,5187,247,0.5155,0.1319,-0.3836,0.0596,0.4332,48.0037,89.862,2022,8,primary
5,5239,195,0.5189,0.1466,-0.3724,0.062,0.4667,48.5557,90.9844,2022,8,primary
5.1,5284,150,0.5207,0.1321,-0.3886,0.0647,0.4933,48.5557,92.1895,2022,8,primary
5.2,5324,110,0.5232,0.1839,-0.3393,0.0674,0.5182,49.1904,93.2245,2022,8,primary
5.3,5374,60,0.5248,0.0688,-0.456,0.0702,0.65,49.4572,95.2484,2022,8,primary
5.4,5374,60,0.5248,0.0688,-0.456,0.0702,0.65,49.4572,95.2484,2022,8,primary
5.5,5386,48,0.5263,,,0.0713,,49.724,,2022,8,primary
2,303,6818,0.2118,0.5392,0.3274,0,0.2012,6.1991,51.9517,2018,3,istep_contrast
2.1,353,6768,0.1758,0.535,0.3592,0,0.2027,6.4659,52.8503,2018,3,istep_contrast
2.2,387,6734,0.1935,0.5331,0.3396,0,0.2037,6.7256,52.8503,2018,3,istep_contrast
2.3,457,6664,0.2332,0.5299,0.2967,0,0.2059,7.7787,52.8503,2018,3,istep_contrast
2.4,517,6604,0.2352,0.5259,0.2906,0,0.2078,8.0946,53.7349,2018,3,istep_contrast
2.5,615,6506,0.2254,0.5191,0.2937,0,0.2109,8.4457,54.5844,2018,3,istep_contrast
2.6,690,6431,0.2307,0.5148,0.2841,0,0.2133,9.1688,54.5844,2018,3,istep_contrast
2.7,804,6317,0.2426,0.5078,0.2653,0,0.2172,10.2148,55.4479,2018,3,istep_contrast
2.8,899,6222,0.2499,0.5026,0.2527,0,0.2205,10.7203,56.3044,2018,3,istep_contrast
2.9,1028,6093,0.2688,0.4954,0.2266,0,0.2252,11.7593,57.1118,2018,3,istep_contrast
3,1130,5991,0.2684,0.4899,0.2215,9e-04,0.2288,12.7282,58.0385,2018,3,istep_contrast
3.1,1308,5813,0.276,0.4796,0.2035,0.0015,0.2357,14.1147,59.1688,2018,3,istep_contrast
3.2,1508,5613,0.2866,0.469,0.1823,0.002,0.2439,15.5293,60.2921,2018,3,istep_contrast
3.3,1751,5370,0.2957,0.4572,0.1615,0.004,0.2542,16.7369,61.4083,2018,3,istep_contrast
3.4,2373,4748,0.3195,0.4199,0.1004,0.0076,0.2852,19.9382,65.1222,2018,3,istep_contrast
3.5,2373,4748,0.3195,0.4199,0.1004,0.0076,0.2852,19.9382,65.1222,2018,3,istep_contrast
3.6,2746,4375,0.3539,0.405,0.0511,0.0124,0.3058,22.7394,67.6636,2018,3,istep_contrast
3.7,3182,3939,0.3759,0.3854,0.0095,0.0192,0.3328,25.8214,69.9242,2018,3,istep_contrast
3.8,3586,3535,0.3985,0.3709,-0.0276,0.0276,0.3601,28.3628,72.1286,2018,3,istep_contrast
3.9,4471,2650,0.434,0.3233,-0.1107,0.0461,0.44,32.9823,77.0219,2018,3,istep_contrast
4,4471,2650,0.434,0.3233,-0.1107,0.0461,0.44,32.9823,77.0219,2018,3,istep_contrast
4.1,4911,2210,0.45,0.2992,-0.1508,0.0603,0.4869,35.7063,79.8301,2018,3,istep_contrast
4.2,5214,1907,0.4648,0.2871,-0.1777,0.0715,0.5239,37.665,81.5782,2018,3,istep_contrast
4.3,5800,1321,0.4903,0.2746,-0.2157,0.0997,0.6011,41.4631,85.1657,2018,3,istep_contrast
4.4,5800,1321,0.4903,0.2746,-0.2157,0.0997,0.6011,41.4631,85.1657,2018,3,istep_contrast
4.5,6045,1076,0.4977,0.2338,-0.2639,0.1102,0.6561,42.5021,87.1525,2018,3,istep_contrast
4.6,6282,839,0.5107,0.2185,-0.2922,0.1246,0.702,44.5521,88.6619,2018,3,istep_contrast
4.7,6461,660,0.5219,0.217,-0.3049,0.1376,0.7318,45.563,90.0309,2018,3,istep_contrast
4.8,6757,364,0.5366,0.1709,-0.3657,0.1591,0.8159,47.4445,92.4881,2018,3,istep_contrast
4.9,6757,364,0.5366,0.1709,-0.3657,0.1591,0.8159,47.4445,92.4881,2018,3,istep_contrast
5,6870,251,0.5439,0.1366,-0.4073,0.169,0.8406,48.3502,93.9553,2018,3,istep_contrast
5.1,6951,170,0.5491,0.1434,-0.4057,0.1765,0.8529,49.2769,94.4012,2018,3,istep_contrast
5.2,6996,125,0.5523,0.1538,-0.3986,0.1805,0.872,49.2769,95.0927,2018,3,istep_contrast
5.3,7062,59,0.5574,0.1434,-0.414,0.1866,0.9153,49.2769,96.3634,2018,3,istep_contrast
5.4,7062,59,0.5574,0.1434,-0.414,0.1866,0.9153,49.2769,96.3634,2018,3,istep_contrast
5.5,7084,37,0.559,,,0.1886,,49.2769,,2018,3,istep_contrast
2,203,7131,0.0067,0.5349,0.5282,0,0.2011,7.2256,51.6837,2019,4,ilearn_2019
2.1,221,7113,-0.0051,0.5332,0.5383,0,0.2016,6.7348,51.6837,2019,4,ilearn_2019
2.2,241,7093,0.0156,0.5317,0.5161,0,0.2022,7.2256,51.6837,2019,4,ilearn_2019
2.3,257,7077,0.0171,0.5303,0.5132,0,0.2026,7.2256,51.6837,2019,4,ilearn_2019
2.4,279,7055,0.0435,0.5289,0.4855,0,0.2033,7.4915,51.6837,2019,4,ilearn_2019
2.5,304,7030,0.0637,0.527,0.4634,0,0.204,7.7505,52.3449,2019,4,ilearn_2019
2.6,331,7003,0.0576,0.525,0.4674,0,0.2048,7.7505,52.3449,2019,4,ilearn_2019
2.7,365,6969,0.0892,0.5224,0.4332,0,0.2058,7.9823,52.3449,2019,4,ilearn_2019
2.8,408,6926,0.1253,0.5199,0.3947,0,0.207,8.2958,52.9925,2019,4,ilearn_2019
2.9,464,6870,0.1422,0.5161,0.3739,0,0.2087,8.9502,52.9925,2019,4,ilearn_2019
3,508,6826,0.1572,0.5132,0.356,0,0.2101,9.2911,53.4969,2019,4,ilearn_2019
3.1,619,6715,0.1534,0.5047,0.3514,0,0.2136,9.8569,54.0082,2019,4,ilearn_2019
3.2,697,6637,0.157,0.4989,0.3419,0,0.2161,10.6135,54.6012,2019,4,ilearn_2019
3.3,792,6542,0.1793,0.4931,0.3138,0,0.2192,10.9611,55.3238,2019,4,ilearn_2019
3.4,1018,6316,0.2031,0.4785,0.2754,0.001,0.2269,12.6108,56.7007,2019,4,ilearn_2019
3.5,1018,6316,0.2031,0.4785,0.2754,0.001,0.2269,12.6108,56.7007,2019,4,ilearn_2019
3.6,1177,6157,0.2184,0.4669,0.2485,0.0017,0.2326,13.2038,57.9277,2019,4,ilearn_2019
3.7,1381,5953,0.2495,0.4555,0.206,0.0022,0.2404,14.7853,59.0934,2019,4,ilearn_2019
3.8,1626,5708,0.2724,0.4402,0.1678,0.0037,0.2502,16.0395,60.1909,2019,4,ilearn_2019
3.9,2235,5099,0.3309,0.4146,0.0838,0.0103,0.2767,19.5706,64.0627,2019,4,ilearn_2019
4,2235,5099,0.3309,0.4146,0.0838,0.0103,0.2767,19.5706,64.0627,2019,4,ilearn_2019
4.1,2619,4715,0.3443,0.3928,0.0485,0.0141,0.2963,21.2883,66.469,2019,4,ilearn_2019
4.2,2942,4392,0.366,0.3796,0.0136,0.0184,0.3142,23.4833,67.7301,2019,4,ilearn_2019
4.3,3635,3699,0.3977,0.3564,-0.0413,0.0327,0.3555,27.7505,71.5337,2019,4,ilearn_2019
4.4,3635,3699,0.3977,0.3564,-0.0413,0.0327,0.3555,27.7505,71.5337,2019,4,ilearn_2019
4.5,4023,3311,0.4107,0.3391,-0.0716,0.0405,0.3839,30.0682,73.7082,2019,4,ilearn_2019
4.6,4498,2836,0.4258,0.3163,-0.1095,0.0509,0.4249,32.8289,76.2713,2019,4,ilearn_2019
4.7,4883,2451,0.4376,0.2989,-0.1387,0.0623,0.461,35.1397,78.2209,2019,4,ilearn_2019
4.8,5624,1710,0.4658,0.2634,-0.2024,0.09,0.5427,39.6592,82.5971,2019,4,ilearn_2019
4.9,5624,1710,0.4658,0.2634,-0.2024,0.09,0.5427,39.6592,82.5971,2019,4,ilearn_2019
5,5916,1418,0.4754,0.2345,-0.2408,0.1016,0.5874,40.8453,84.7103,2019,4,ilearn_2019
5.1,6167,1167,0.485,0.2088,-0.2762,0.1143,0.6247,42.4131,86.1282,2019,4,ilearn_2019
5.2,6339,995,0.4942,0.2012,-0.293,0.1248,0.6462,43.6401,87.2665,2019,4,ilearn_2019
5.3,6706,628,0.5114,0.1663,-0.3451,0.1472,0.7118,46.1213,90.0613,2019,4,ilearn_2019
5.4,6706,628,0.5114,0.1663,-0.3451,0.1472,0.7118,46.1213,90.0613,2019,4,ilearn_2019
5.5,6813,521,0.5181,0.1752,-0.3429,0.1549,0.7274,46.653,90.6953,2019,4,ilearn_2019
2,272,4991,0.0789,0.4778,0.3989,0,0.0785,10.1444,52.5741,2021,6,primary
2.1,339,4924,0.0702,0.4709,0.4007,0,0.0796,10.0209,53.144,2021,6,primary
2.2,402,4861,0.0885,0.4638,0.3753,0,0.0806,10.3913,53.7329,2021,6,primary
2.3,451,4812,0.1043,0.4591,0.3548,0,0.0815,11.2842,54.3028,2021,6,primary
2.4,534,4729,0.1324,0.4505,0.3181,0,0.0829,12.196,54.9392,2021,6,primary
2.5,603,4660,0.1448,0.4435,0.2987,0.0017,0.0839,12.5665,55.4996,2021,6,primary
2.6,665,4598,0.1587,0.4371,0.2784,0.0015,0.085,13.2789,56.3925,2021,6,primary
2.7,791,4472,0.1731,0.4239,0.2508,0.0013,0.0874,13.7538,56.9814,2021,6,primary
2.8,897,4366,0.2017,0.4153,0.2136,0.0011,0.0896,14.5612,58.3207,2021,6,primary
2.9,991,4272,0.219,0.407,0.1881,0.001,0.0915,15.2261,58.9191,2021,6,primary
3,1114,4149,0.2314,0.3959,0.1645,9e-04,0.0942,16.5464,59.8879,2021,6,primary
3.1,1347,3916,0.2554,0.3765,0.1212,0.0022,0.0993,18.0186,61.9111,2021,6,primary
3.2,1550,3713,0.2933,0.3669,0.0735,0.0039,0.104,20.2033,63.3454,2021,6,primary
3.3,1801,3462,0.3383,0.3597,0.0214,0.0056,0.1103,23.0908,65.1881,2021,6,primary
3.4,2426,2837,0.3759,0.3375,-0.0384,0.0078,0.1315,28.4859,69.4909,2021,6,primary
3.5,2426,2837,0.3759,0.3375,-0.0384,0.0078,0.1315,28.4859,69.4909,2021,6,primary
3.6,2776,2487,0.3814,0.3187,-0.0628,0.0101,0.1464,31.2405,71.913,2021,6,primary
3.7,3127,2136,0.39,0.3028,-0.0872,0.0125,0.1653,33.8241,74.753,2021,6,primary
3.8,3494,1769,0.3946,0.2763,-0.1183,0.0152,0.1916,36.2367,77.4601,2021,6,primary
3.9,4073,1190,0.426,0.2579,-0.1681,0.0226,0.2521,40.606,82.3803,2021,6,primary
4,4073,1190,0.426,0.2579,-0.1681,0.0226,0.2521,40.606,82.3803,2021,6,primary
4.1,4339,924,0.4373,0.2514,-0.1859,0.0304,0.2814,42.5437,84.6695,2021,6,primary
4.2,4512,751,0.4492,0.2774,-0.1718,0.0357,0.3076,43.769,85.8853,2021,6,primary
4.3,4797,466,0.4624,0.2642,-0.1982,0.0436,0.3927,45.8587,89.1052,2021,6,primary
4.4,4797,466,0.4624,0.2642,-0.1982,0.0436,0.3927,45.8587,89.1052,2021,6,primary
4.5,4892,371,0.4665,0.2557,-0.2108,0.0478,0.4259,46.5331,90.2166,2021,6,primary
4.6,4992,271,0.4739,0.2058,-0.2681,0.0515,0.4982,47.2074,92.4392,2021,6,primary
4.7,5053,210,0.4806,0.185,-0.2956,0.0548,0.5476,47.7869,93.8402,2021,6,primary
4.8,5161,102,0.4928,0.2695,-0.2234,0.0636,0.6275,48.9077,95.4787,2021,6,primary
4.9,5161,102,0.4928,0.2695,-0.2234,0.0636,0.6275,48.9077,95.4787,2021,6,primary
5,5189,74,0.4963,0.2464,-0.25,0.0657,0.6892,49.5251,96.2006,2021,6,primary
5.1,5212,51,0.4989,0.2771,-0.2217,0.0683,0.7059,49.5251,96.9225,2021,6,primary
5.2,5224,39,0.5002,,,0.0691,,49.5251,,2021,6,primary
5.3,5241,22,0.5028,,,0.0712,,49.5251,,2021,6,primary
5.4,5241,22,0.5028,,,0.0712,,49.5251,,2021,6,primary
5.5,5246,17,0.5037,,,0.0721,,50.0665,,2021,6,primary
2,473,5260,0.0709,0.4826,0.4117,0,0.0867,10.7865,53.8891,2022,7,primary
2.1,541,5192,0.0709,0.4759,0.405,0,0.0878,11.1005,54.8134,2022,7,primary
2.2,586,5147,0.0812,0.4714,0.3902,0,0.0886,11.5234,54.8134,2022,7,primary
2.3,639,5094,0.1116,0.4676,0.356,0,0.0895,12.2951,55.354,2022,7,primary
2.4,734,4999,0.1387,0.4588,0.3201,0,0.0912,12.9752,55.9993,2022,7,primary
2.5,800,4933,0.1523,0.4542,0.302,0.0013,0.0922,12.9752,56.5923,2022,7,primary
2.6,882,4851,0.1748,0.4483,0.2735,0.0011,0.0938,13.6379,57.0893,2022,7,primary
2.7,1017,4716,0.1977,0.4382,0.2405,0.002,0.0963,14.8151,58.5281,2022,7,primary
2.8,1119,4614,0.2099,0.4305,0.2206,0.0018,0.0984,15.3471,59.1123,2022,7,primary
2.9,1221,4512,0.2301,0.4242,0.1941,0.0016,0.1006,16.2714,59.6704,2022,7,primary
3,1349,4384,0.2644,0.4184,0.154,0.0022,0.1033,17.3614,60.8127,2022,7,primary
3.1,1596,4137,0.2864,0.4018,0.1153,0.0019,0.1095,19.0966,62.5654,2022,7,primary
3.2,1817,3916,0.3087,0.3913,0.0826,0.0028,0.1152,21.172,64.1175,2022,7,primary
3.3,2027,3706,0.3111,0.3751,0.064,0.003,0.1214,22.6805,65.7482,2022,7,primary
3.4,2579,3154,0.3544,0.3454,-0.009,0.0043,0.1411,26.8399,69.4367,2022,7,primary
3.5,2579,3154,0.3544,0.3454,-0.009,0.0043,0.1411,26.8399,69.4367,2022,7,primary
3.6,2870,2863,0.3707,0.3349,-0.0357,0.0066,0.1526,28.5403,71.3551,2022,7,primary
3.7,3216,2517,0.3855,0.3226,-0.0629,0.0087,0.17,31.1475,72.9683,2022,7,primary
3.8,3507,2226,0.3997,0.3106,-0.0891,0.0114,0.1869,33.2665,75.2354,2022,7,primary
3.9,4127,1606,0.4273,0.297,-0.1303,0.0196,0.2335,37.7224,79.4995,2022,7,primary
4,4127,1606,0.4273,0.297,-0.1303,0.0196,0.2335,37.7224,79.4995,2022,7,primary
4.1,4438,1295,0.4387,0.2787,-0.16,0.0228,0.2741,39.9198,82.316,2022,7,primary
4.2,4630,1103,0.4443,0.2578,-0.1864,0.0268,0.301,41.5155,83.7112,2022,7,primary
4.3,5017,716,0.4696,0.2556,-0.214,0.0385,0.3673,44.4977,88.106,2022,7,primary
4.4,5017,716,0.4696,0.2556,-0.214,0.0385,0.3673,44.4977,88.106,2022,7,primary
4.5,5148,585,0.4772,0.2435,-0.2337,0.0431,0.4,45.4569,89.3268,2022,7,primary
4.6,5292,441,0.4851,0.2163,-0.2687,0.048,0.458,46.6777,90.8528,2022,7,primary
4.7,5389,344,0.4922,0.2068,-0.2854,0.0525,0.5029,47.2968,92.2131,2022,7,primary
4.8,5546,187,0.5052,0.2942,-0.2111,0.0626,0.5829,48.4653,93.9309,2022,7,primary
4.9,5546,187,0.5052,0.2942,-0.2111,0.0626,0.5829,48.4653,93.9309,2022,7,primary
5,5591,142,0.5087,0.2728,-0.2359,0.0649,0.6549,48.9536,94.9773,2022,7,primary
5.1,5635,98,0.5136,0.3058,-0.2077,0.0687,0.7041,49.5814,96.0499,2022,7,primary
5.2,5648,85,0.5145,0.3495,-0.1651,0.0701,0.7059,49.5814,96.1284,2022,7,primary
5.3,5677,56,0.517,0.3023,-0.2147,0.0726,0.7857,49.5814,97.3361,2022,7,primary
5.4,5677,56,0.517,0.3023,-0.2147,0.0726,0.7857,49.5814,97.3361,2022,7,primary
5.5,5695,38,0.5192,,,0.0746,,49.5814,,2022,7,primary
2,701,5400,0.0938,0.4953,0.4015,0.0014,0.1026,11.4225,55.9243,2023,8,primary
2.1,766,5335,0.1019,0.4892,0.3873,0.0013,0.1038,11.824,55.9243,2023,8,primary
2.2,842,5259,0.1352,0.484,0.3487,0.0024,0.1052,12.1681,56.9403,2023,8,primary
2.3,905,5196,0.1555,0.4797,0.3242,0.0022,0.1064,12.5123,57.4648,2023,8,primary
2.4,1008,5093,0.1818,0.4713,0.2895,0.002,0.1086,13.3645,57.981,2023,8,primary
2.5,1093,5008,0.208,0.4644,0.2564,0.0018,0.1104,14.1593,58.4644,2023,8,primary
2.6,1187,4914,0.232,0.4602,0.2282,0.0034,0.1121,14.7329,59.4887,2023,8,primary
2.7,1317,4784,0.2369,0.4482,0.2114,0.003,0.1152,15.4376,60.1032,2023,8,primary
2.8,1417,4684,0.255,0.4426,0.1875,0.0028,0.1176,16.2652,61.1603,2023,8,primary
2.9,1546,4555,0.2752,0.4338,0.1586,0.0026,0.121,16.9862,61.7257,2023,8,primary
3,1689,4412,0.2928,0.4246,0.1318,0.0024,0.1249,18.158,62.8564,2023,8,primary
3.1,1925,4176,0.3102,0.4073,0.0971,0.0021,0.1319,19.9279,64.4625,2023,8,primary
3.2,2115,3986,0.3304,0.3952,0.0648,0.0019,0.1382,21.2471,65.6998,2023,8,primary
3.3,2339,3762,0.3483,0.38,0.0317,0.0038,0.1451,22.9187,67.6008,2023,8,primary
3.4,2575,3526,0.3688,0.3678,-0.001,0.0043,0.1543,24.3117,68.6742,2023,8,primary
3.5,2843,3258,0.3948,0.3602,-0.0346,0.006,0.1651,26.3602,70.7391,2023,8,primary
3.6,3153,2948,0.4045,0.342,-0.0625,0.0076,0.1801,28.5316,72.5418,2023,8,primary
3.7,3416,2685,0.4218,0.3407,-0.081,0.0105,0.1933,30.5637,74.2298,2023,8,primary
3.8,3715,2386,0.4287,0.3123,-0.1163,0.0113,0.215,32.8745,76.2455,2023,8,primary
3.9,4041,2060,0.4438,0.2963,-0.1475,0.0148,0.2403,34.9394,78.294,2023,8,primary
4,4348,1753,0.4548,0.2624,-0.1924,0.0191,0.2693,37.1108,80.8342,2023,8,primary
4.1,4648,1453,0.4728,0.2623,-0.2105,0.0254,0.3008,39.4871,82.6205,2023,8,primary
4.2,4890,1211,0.4825,0.2547,-0.2278,0.0311,0.3328,41.0193,84.7837,2023,8,primary
4.3,5309,792,0.5046,0.2594,-0.2452,0.0433,0.4104,44.0347,87.7663,2023,8,primary
4.4,5309,792,0.5046,0.2594,-0.2452,0.0433,0.4104,44.0347,87.7663,2023,8,primary
4.5,5463,638,0.512,0.2762,-0.2358,0.0496,0.4451,45.1409,89.0937,2023,8,primary
4.6,5659,442,0.5204,0.2386,-0.2818,0.0573,0.5226,46.7634,91.6585,2023,8,primary
4.7,5750,351,0.5251,0.2271,-0.298,0.0626,0.5556,47.1567,92.4369,2023,8,primary
4.8,5863,238,0.5329,0.1549,-0.378,0.0694,0.6218,48.1318,94.1986,2023,8,primary
4.9,5927,174,0.5381,0.1888,-0.3493,0.0746,0.6494,48.689,94.2888,2023,8,primary
5,5975,126,0.542,0.2035,-0.3386,0.0785,0.6825,48.689,95.7309,2023,8,primary
5.1,6014,87,0.5453,0.1761,-0.3692,0.082,0.7126,49.3445,96.411,2023,8,primary
5.2,6036,65,0.5475,0.2108,-0.3368,0.0842,0.7231,49.3445,97.6565,2023,8,primary
5.3,6052,49,0.5489,,,0.0858,,49.3445,,2023,8,primary
5.4,6069,32,0.5503,,,0.0872,,49.8935,,2023,8,primary
5.5,6076,25,0.5512,,,0.0882,,49.8935,,2023,8,primary
2,958,5849,0.1267,0.5093,0.3826,0,0.1007,13.2197,56.889,2024,7,primary
