window,n,family,v_star,p_never_el_proficient,copula_u_star,copula_cut,copula_reached,copula_p_at_cut,empirical_local_cut,p_ge_4.3,p_ge_5.0,p_local_4.3,p_local_5.0
primary,168693,frank,0.83,0.4343,0.8927,4.7,TRUE,0.5,5.1,0.4246,0.5915,0.2729,0.4796
